"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,10016.0672091897,161975.159597663,-2.30033317514249,119842.917022192,-0.626738351163693,-54.7048376287561,17992.5337783821,0.287885436144738,29985.0745768544,795.412715623205
"2",0.25,9970.57709331639,160321.07466392,1359.87121561231,123308.766331947,570.168787740824,1358.05672580511,16570.9919440156,-0.285812530900639,24767.7411910681,-997.615184908154
"3",0.5,9944.64579492773,157719.28790789,1513.99467220558,124660.002364734,726.150344883107,3976.47563959174,16039.0484679841,17.8987994686547,20607.8905992162,1015.64156056461
"4",1,9891.62011324168,152438.498067199,1482.08817351626,125207.425610898,729.227331982231,9842.83788976325,15448.6829403415,86.4867831502733,14234.1149129202,-1106.68240345135
"5",1.5,9839.51118313289,147181.445099427,1458.74358729162,123602.099363772,705.693957160738,15659.9479543136,14929.3232159411,172.782206355109,10044.7044034509,889.249171670363
"6",3,9679.95423918586,132377.531744429,1449.25545425071,113527.66873074,643.635403977315,31138.8651647922,13569.1628714892,526.978313121238,4438.27021468805,1371.50083176368
"7",4.5,9514.93467129287,120338.546528795,1477.39217420459,101968.655970256,590.377725737604,44529.3982878799,12403.3581746742,892.924633293696,3183.23285570527,3817.91424439549
"8",6,9352.89312783917,109993.602387767,1527.89710637522,90935.4787045906,544.464297792845,55432.2727537287,11466.466744602,1190.54927577203,3196.26626736279,5742.16202983519
"9",7.5,9199.52501554315,100882.221613123,1585.51413167602,81129.2082296712,502.371980043309,65063.8350295715,10587.2346232575,1425.52256322499,3431.87062141926,8628.59862078784
"10",9,9046.69668938877,93433.6419848808,1634.35804671072,72581.243460051,466.586379814869,73217.5326769386,9846.02956413452,1613.17440074231,3771.26411923137,13228.9466846221
"11",10.5,8895.66388998111,86670.8590168552,1692.22424427718,65397.4889075525,433.514733040217,79987.9942855917,9232.23554996544,1779.30643692511,3991.60670731212,15968.5253247977
"12",12,8767.33799412889,81312.7744076817,1738.34603375158,59393.5918415483,405.631773556061,85944.415868985,8707.99435964538,1906.19756408097,4178.47984628419,19781.6176045405
"13",18,8193.03209308554,66196.6719578885,1912.70529045194,42915.8242511424,321.542428391027,102054.642554456,7249.09466340535,2269.6537456073,4672.25796275851,41085.2100935115
"14",24,7648.33583850936,58967.9933016041,1999.89827201479,35086.3941573044,273.686038330078,110001.717521759,6563.83936880511,2435.90705905687,4930.55638007892,62493.7044576009
"15",36,6710.83471492,55060.670449016,1905.29200551472,30495.9198380167,228.669402365163,113994.543386511,6189.85459601186,2539.53008434222,5048.00839047378,108348.152204422
"16",48,5864.7622861814,57075.8850776004,1613.68784638236,32702.9410822602,205.206936952424,112019.755178953,6380.05258006908,2498.33407122458,4963.77844659231,152331.855412768
"17",100,3278.68888736291,80933.1801952047,677.657276092361,57762.8241125582,152.167943430296,87635.4407070684,8644.83201175771,1979.72771857453,4393.07710312659,331358.823511191
"18",250,624.065850717303,142074.965284537,93.7636120819827,124968.593802359,43.3373391319091,23011.4809723229,14394.1590145518,536.438272389761,1999.75625342183,624946.396664825
"19",500,29.624930954366,162256.441718709,4.52779757303477,147671.755612128,2.25040753239159,1442.89844936329,16253.6729275982,34.0517798666432,1002.83273729321,710598.501146676
