"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,10051.1250398058,161764.739446748,3.5164857669339,120917.261977894,3.54937675164274,-353.643904058728,17979.7510136802,5.78523175086441,30057.1553099888,-2715.00995379557
"2",0.25,10003.128856904,160221.060827609,1358.29623246712,123381.612666496,576.288727963499,814.840659087725,16554.135244195,0.321273432546286,24520.8954624893,7269.09596138145
"3",0.5,9875.91788096576,158425.186151759,1505.84099958467,124617.060561843,722.334703117248,4885.51467617372,15984.7023842371,28.2023163643723,20620.9510613164,5898.84783040542
"4",1,9824.31259135686,151792.481888388,1498.68340115372,124477.436009499,728.587738910437,10020.5370055225,15269.8539910202,94.9462722460657,14193.9986125982,-5814.32987522961
"5",1.5,9818.61910648278,147270.040760706,1467.59724382883,124130.554842736,708.506630509449,15717.7823672951,14921.1161186818,167.270619472166,9985.83123675193,852.866653444629
"6",3,9718.14241157233,132822.851073978,1447.21133503274,113385.005876216,644.480202481805,31160.692778617,13604.4702608458,530.472562299217,4351.80985181764,1544.30920240361
"7",4.5,9508.30098038437,120443.099599436,1484.00489958655,101251.843930661,598.788038201775,44683.2007864563,12363.5594289051,886.739040640385,3351.66118574362,3726.29844194609
"8",6,9392.24394349124,108941.817116635,1533.03884796954,90032.7240535956,542.799509644551,56261.704252536,11442.5386578608,1202.52674029577,3085.49692720693,743.463027333207
"9",7.5,9256.1596033803,99929.783284086,1587.49542147556,80772.5206795892,504.089302165711,64724.8655822571,10535.7783538682,1428.97290061853,3491.91809388067,10557.7438836411
"10",9,9041.59771870663,93515.2754311268,1652.69382159839,72435.0591697492,466.49226724775,72197.3336012282,9948.90304124261,1598.01174841549,3657.4028538053,16545.8131290175
"11",10.5,8846.10558760124,87122.8605886717,1683.12974158213,64317.9194424615,432.790764884733,80046.5776150729,9146.25911416815,1755.68965232096,3959.4915787279,12417.8315614607
"12",12,8751.03805709846,81311.1093608144,1730.31430064493,59534.5323110679,405.062295068937,86296.721099412,8735.62565447191,1929.06498210125,4136.34536915143,18441.5801737383
"13",18,8151.18574180115,64680.244523887,1921.96168983422,41975.2294186271,324.945769161702,101577.041606012,7195.03187313884,2250.3410370966,4560.3338715239,45736.8534247284
"14",24,7736.15990674124,59253.3709451516,1985.40276907583,35122.5591193124,274.011934886225,110051.024853532,6569.1183708751,2447.42514103581,4799.80091768188,58253.813453929
"15",36,6749.21018642398,55914.0114326183,1894.8616282381,30308.5124455145,229.001502131183,114374.154933892,6076.90085125674,2526.13507535518,5122.35666772326,105782.625375481
"16",48,5866.12446983345,57720.6479771017,1612.99613354694,32288.3280655339,209.034625944813,111562.862918061,6286.04586952348,2497.46014490211,4987.29093666498,156023.830996725
"17",100,3243.09942001601,81106.2643594666,685.780170253974,57855.1503508612,153.776551200727,87194.1336254847,8570.87856432763,1979.25574707022,4359.57594979919,331419.716565082
"18",250,745.714936790402,142220.964463291,82.8624976655903,126009.250172484,42.5060303043095,22698.739073653,14385.3416337255,511.317056647478,2154.963478042,630266.665269185
"19",500,13.5092758629648,161678.539030133,-11.1921125855783,146585.717217288,-2.80144782442733,1571.85446630519,16203.0671563218,32.3293045156095,754.805735992568,716271.368446217
