"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,-3378.81296160413,-93248.0690974626,56900.8348513373,38929.3036929594,23873.3550394993,67569.5340007721,-65398.8596349518,1899.61055477946,-158322.155894326,404489.272843257
"26",0.25,1457.47583836601,-20702.9324723408,232.996251745135,256809.140258425,3557.13773752473,22797.3617550256,-7449.26805062278,-3170.08071179829,-288223.689340626,-262921.943920406
"51",0.5,-893.137576984373,-125027.253285691,163.736808820204,-13139.9373397726,598.613814965461,135030.084889587,-13491.7947074191,2047.86423571108,-122683.585555773,-73801.9002943897
"101",1,-1495.35951347389,-126749.377717526,258.259051014875,-76406.5674482263,-159.170024905848,136280.64478365,-12563.3905267823,2850.45596426919,-59401.2923568371,-8689.96788893014
"151",1.5,-991.533520767916,-108209.75228789,103.094432167836,-86781.3163106184,-437.529852089824,116166.926256466,-10219.7993726841,2800.88734838947,-28162.2888902548,-3781.54794291163
"301",3,-1122.52153812187,-79977.4807417416,228.891265049469,-74387.6914053253,-382.848146021843,85680.2490812697,-7529.69062225748,2124.13058109473,-10599.5041005835,18207.9007831671
"451",4.5,-1070.96391610867,-72497.7511093311,491.37984415097,-75349.9179152277,-331.727883323197,76930.516718181,-6878.59797233614,1900.40715516704,-1854.71822093905,15777.2616660629
"601",6,-1160.79124471435,-53937.5660724036,377.221947995622,-56876.4339361951,-259.82798703933,57370.0500385603,-5150.57235513268,1402.88965360446,-601.834412445442,29425.2206045885
"751",7.5,-1134.67963347102,-43924.7256454109,312.930730064636,-47164.7657280409,-218.910696733872,46742.841785046,-4205.1628152949,1137.42246027277,311.217057332669,33220.4053919304
"901",9,-1057.05452854272,-39631.6115222435,348.674261814949,-43275.4585056828,-196.101502858539,42227.3762340919,-3801.76132833185,1004.3554537026,1030.15226597654,29761.3052535144
"1051",10.5,-1037.24700662133,-32782.3981758993,274.071301500726,-36071.8368170346,-168.804864248216,34992.0256564947,-3150.33562471035,828.120771937165,1081.57042113817,33092.3709635535
"1201",12,-975.944499958132,-22092.3951568402,166.270933160604,-24585.6371855043,-123.296629530898,23790.4699109931,-2135.44316417938,548.327048252304,889.502719970551,35780.9999513847
"1801",18,-945.052034978289,-10659.1209565086,-23.7742289316429,-12106.9817593743,-74.2059619751103,11715.2633321093,-1040.66936737127,264.038821084796,450.309015247512,40367.1712274809
"2401",24,-784.381926804599,-3837.12022418331,-79.1078579609348,-4563.53747836692,-47.4914023675979,4389.93612678314,-384.698458574348,96.4887992690819,238.736046891972,39510.5367034848
"3601",36,-629.080893216269,2215.58543353603,-126.238916458078,2321.95277245046,-28.6831347892189,-2184.88730167155,199.035242223545,-44.8156008378646,-61.4138637865835,40923.4436907136
"4801",48,-395.688863232863,3673.44241120009,-96.9715643173004,3987.6859233118,-14.5966327989129,-3815.26334138471,343.108861397923,-83.4658307712743,-125.97830726736,29819.2906594195
"10001",100,-162.915081495157,2930.48792390618,-46.9158360263009,3211.82058459817,-5.13496939893798,-3094.87156553951,277.103157182864,-68.9115591562768,-114.649458625536,15359.3388946611
"25001",250,-74.7343431119134,1966.20219344913,-25.2694636537854,2161.67138864694,-1.73048751490512,-2086.81118596724,186.615537120815,-46.7606830442264,-78.5443742506686,8290.34352046438
