"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,10021.3037786059,161909.415126898,-8.68076993402997,119436.439030261,-5.92787562333391,-104.297365335895,18130.7289232324,-0.262312182228032,29926.099807713,2637.46063891397
"2",0.25,10056.7391547428,160710.17501569,1356.36005500735,123865.090987458,574.169626931962,477.251796691047,16644.9889449612,7.18344764270677,24859.1365772669,9390.36133594167
"3",0.5,9963.14656118408,156627.16624944,1505.67911407791,124292.032224045,723.600107703937,4493.65966181046,15954.3919219265,19.4386405199814,20453.6275173739,1150.41417306273
"4",1,9818.90002128471,152089.856439547,1483.98153291818,124309.246502921,728.986651366609,9085.15223978856,15387.5667381142,78.6016359741524,14020.2445151228,4752.11513530472
"5",1.5,9829.82005581009,146156.046675028,1458.28710404644,123834.84869504,702.06457260506,15881.195379412,14971.3584108363,180.661773785794,9771.5212565411,4277.45475729012
"6",3,9670.69157860496,132321.777417698,1463.87166729559,112858.111972952,643.20138137557,31750.2403067476,13656.9693914317,533.155813283019,4340.60167133598,3070.63869676599
"7",4.5,9523.53501149145,120332.125584666,1490.61048091572,101700.746104893,590.120551352058,44373.6921425352,12500.1774629861,864.460114682228,3175.68595714381,3594.78729004603
"8",6,9316.07558183758,109735.738869459,1550.20041211709,91289.2538148884,534.997326613698,55937.8342065127,11392.2696763166,1205.06451572882,3482.54597659328,5481.42971368266
"9",7.5,9233.31449966402,100447.088625235,1593.67343918907,80728.5296992843,502.235632862475,65179.9391746101,10554.9688483464,1427.77554025603,3689.27508378944,9787.45318959581
"10",9,9109.45604558531,93131.4363147714,1663.02733742539,72858.8144036672,469.244420413254,71892.4189024985,9700.65615835404,1611.46532105153,3771.85653923593,13283.6302803634
"11",10.5,8901.49634404641,86743.2030772688,1681.45307179938,65619.7319913839,438.196793566619,80551.2558096332,9252.07849555181,1795.02325852447,4179.49652467399,13672.2394480475
"12",12,8810.53114562992,81256.299746605,1723.41547661979,59025.0478951864,403.000170251124,85350.8499378238,8759.44931160148,1900.81844314516,4179.05587642277,24285.5578694751
"13",18,8198.42503826796,65593.9933619604,1936.30337382123,43411.5280337302,323.932739736031,102468.89040005,7341.31244135678,2253.34201672545,4773.15119538584,38358.8497399825
"14",24,7633.58871306497,58548.2380854931,2009.92898411726,34410.8773458871,273.229810246676,110579.735934998,6509.76507346219,2448.21963925634,5008.67092944837,66703.0646168353
"15",36,6711.31778789248,54849.1794734669,1898.35118685624,30612.9408325644,229.63146629336,113380.852439705,6193.24420091243,2537.64148061937,4973.64670321535,109610.545571805
"16",48,5863.44234619023,57332.5311344311,1627.27424033343,32825.9845285073,205.550305877292,111893.757448636,6377.96271703933,2498.95306509261,4897.6375646527,153580.558201533
"17",100,3326.5638507925,80977.2472461135,680.249228433601,57571.3862369373,151.425915144412,87193.9632180123,8649.41457818451,1989.293159793,4314.32353977136,321924.630795395
"18",250,615.678146242576,142161.528574046,92.2991770684795,125447.397308851,44.7317989530808,22976.1604220815,14254.9117173026,550.47238881592,1888.50718769738,619643.818764164
"19",500,42.8951006035953,162742.131367898,2.66076202711106,146925.250540358,1.63546513620657,1755.80780518981,16301.7635977925,38.7412455306162,689.288939900566,705949.016984802
