"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,10107.8391844128,163058.207471952,17.8823189529711,121758.221310296,5.73387156176778,140.543689356513,18183.5532501453,-12.878010519163,30439.5202859633,-3555.5340665684
"2",0.25,10045.655902651,161862.405334182,1349.15894532758,123852.601377906,572.783023935979,370.551278540824,16586.8375051816,18.6483806399419,24514.7922149144,-9146.8524392486
"3",0.5,9758.69348824024,157625.159794427,1463.05588061533,122338.193468682,725.38911416067,4292.70031499873,16038.5354526122,32.1971316114662,20022.8995318829,-5351.88848424729
"4",1,9876.95185444066,152921.041759972,1480.93742787219,124523.510466055,723.32442639752,10324.8252266204,15482.6557438857,97.4780223299403,14157.1246559687,3985.61509485151
"5",1.5,9763.58830656744,144655.459796387,1453.57851056612,124351.344460619,710.340699853483,15340.5829578191,14979.9395290672,154.823386331001,9795.33887315121,6459.71870632066
"6",3,9763.52896226388,131442.049053313,1432.92790704714,114345.81614426,653.340629336941,30740.2917411803,13595.9420168194,544.747587146034,4722.72972176815,-7663.61611518955
"7",4.5,9692.12944326024,118939.709779969,1482.94765112907,102262.201610202,585.064747285001,44640.4548066438,12491.0295066934,893.045578655314,3090.50308660678,9223.81798190095
"8",6,9246.7394577056,109482.963225299,1535.86657663053,91734.1113564979,550.665026263017,54770.5478867138,11429.5926736769,1231.56346261816,3123.00206729091,5302.72245310721
"9",7.5,9074.41749923312,101349.632702748,1608.88789361733,80420.6119513118,498.454445576286,65275.8932616908,10537.2593358141,1412.75825186912,3448.01320073362,3731.48219429069
"10",9,9067.75189520072,93482.5728107148,1656.66384638676,72920.2497487849,462.254014239283,73480.8175144474,9961.06259615298,1634.44657896223,3638.54090277498,2625.97180437912
"11",10.5,8956.5596988273,87365.5213677805,1695.44963594908,65451.0497940744,434.219254174303,79142.5728095054,9543.78654751113,1792.71311993356,4097.9164125687,23958.4448578551
"12",12,8699.3609346296,80018.0749763307,1722.8878850052,60397.3228599811,404.524712450682,86281.8270855262,8653.03906303853,1881.82791763308,4211.1723452126,22257.5833484964
"13",18,8297.38130669534,67501.0748404976,1919.54859582664,44429.7412989299,322.448746188684,103563.605843018,7324.76453236885,2244.98507938914,4558.18272561865,36788.9184665401
"14",24,7620.05566854987,59806.2253702265,2021.36727089492,34381.0409625391,278.456265770346,110269.959522618,6599.85724393849,2444.93485774881,5353.17534613641,60451.629745267
"15",36,6799.83723645453,53700.1709180518,1903.92399885858,31810.6325975828,235.250736960039,115282.206799715,6115.79848052164,2568.27604065255,4999.3586179681,103379.13894736
"16",48,5832.03003196882,54446.4336971862,1611.24852391882,31997.4240218503,220.354008358653,112447.094461668,6548.57317247346,2484.76377494308,4953.58058719167,151857.976830375
"17",100,3340.26901466162,83115.3951370697,657.204189828547,58918.119494641,155.081607230399,86779.6586014428,8546.40600137754,1947.49003287888,4103.80389484832,325505.099291819
"18",250,663.754316237291,142800.933179378,96.9071849419714,125577.699428173,48.0887780387531,23659.2544252436,14498.4886430674,558.475071460892,2022.58101446648,627330.244423643
"19",500,-40.1649737592938,160616.034367577,-12.5669392272516,147838.588365859,11.8158464182136,960.885277850464,16197.5300502205,26.9041079529523,1678.85707481326,711036.613582088
