"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,4372.89400615957,862995.037980452,201.451819507573,2397018.17246307,56.8932553633021,378355.359232093,13001.1835346481,466.843901264717,280686.081788986,5393178.47926914
"2",0.25,4632.51791973114,1881228.55473952,294.654127568723,724243.097177105,18.4718484153062,1198009.36616509,1282.0558039489,390.283816309312,115988.241163129,68806279.2143646
"3",0.5,9382.08265028669,567133.350818915,1392.15791882837,3482600.95084267,9.3720599412368,420379.001694665,9646.3857681961,413.049184154664,238869.112438292,35054078.6983242
"4",1,10976.1904128832,1482344.0256105,266.884204125756,460391.348719059,40.1395152955379,149270.662513055,12991.677187801,1630.73304346037,169263.143304439,47053229.376053
"5",1.5,9435.92985756085,4751275.1919662,891.435412735412,852991.412990832,54.065825278002,117664.589656193,3618.76578358953,502.231294425315,115904.692350412,3845243.00443679
"6",3,1748.19009632999,1712511.67116929,250.316253439652,1026496.85723629,55.5106616128781,12635.1232744554,26315.5974592248,156.613934555817,21191.3529846335,10242100.6935504
"7",4.5,20111.0692012384,298510.643097872,95.8976975640194,5922574.67667286,175.27872543246,587995.637906234,7362.85725774384,1716.05376474026,60913.8740060965,893778.749794875
"8",6,1876.77452729619,1912492.55536519,153.668765129379,427749.135367729,104.163318070405,320244.96762948,8487.1063311022,1703.6488487844,79265.6560088785,496416.45238583
"9",7.5,7206.96113248691,1425650.01111059,810.456967041743,149716.888143169,12.4517147126655,214839.141993048,6086.39799482469,529.701444469783,96671.56889692,21637261.7548515
"10",9,14710.244412764,1914309.36109338,228.270298768867,97491.7346662695,95.9117513210768,224452.857254727,4602.89810841314,380.599569529326,6519.89988188499,60298293.295074
"11",10.5,10229.5483566233,469465.499247506,89.2071977813409,122868.311008213,0.201864494020585,1165229.23686971,45661.9962527768,1321.91757806069,13034.6675522059,60257058.8225561
"12",12,5507.19929944641,1189644.07776744,169.260839043602,1385399.38684594,8.00740346661869,975001.832168552,3896.38949866467,591.179250439032,47248.747578992,33434962.5382673
"13",18,21772.8681007503,716438.407975649,524.594442918639,870080.693904838,21.4258478436237,2443547.72856809,9571.3123435821,110.171312085377,131.58118901573,81918461.502252
"14",24,2320.22371904003,693612.384228488,201.488643369195,17167.5264999671,72.4241221711894,493095.821314675,3306.05806563625,214.067632508982,111844.861084466,17861401.7748813
"15",36,22427.2311379481,1050266.77175398,141.282890510156,833806.579429518,47.3072703671302,2367021.93242988,24473.2933551121,921.795347511773,52628.5709502955,28258787.8464631
"16",48,6860.26832095395,6533900.2496289,39.2343173644853,118984.740734603,124.886441740713,1046839.67834426,3334.93322969264,299.248930050371,38518.9304607638,25076076.0653379
"17",100,3643.9799292541,3061060.33588539,162.730022303124,4287570.52948372,28.6042540915485,1765345.71730576,19735.8234448115,92.9594651891332,219212.781289844,86852284.2142888
"18",250,12994.746571132,1957186.72943036,3.77937706986308,1016812.7994041,22.4387727975219,2233907.75393751,12391.5476432749,733.460659973697,55792.4705811042,44305525.4998191
"19",500,6428.53294906505,985757.678334922,366.060838053348,2372323.32427081,14.3402849114021,650365.691992765,14745.662181377,35.2298266359343,333369.850742833,18213447.10013
