"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,10034.8268324845,162970.36743378,38.7835256020579,118832.061481642,-8.96615331646554,288.652623210157,18089.439870398,22.6425259866265,29379.9304632609,-3260.53182251223
"2",0.25,10014.2250317825,159229.894818552,1360.1703936497,122283.266266544,581.16604840164,1810.31300184052,16621.3324393294,-11.761764197334,24296.5738327445,-4252.32014245364
"3",0.5,9951.89265022819,157408.493545704,1533.12781126178,125783.356352455,719.28812945265,4740.1188531823,16208.2299595786,31.5997399232418,20550.6974463576,-2075.96817983968
"4",1,9989.33361163593,151297.686938483,1461.98302777154,123670.717404841,727.575245301005,10977.4584882207,15519.0074721054,65.5998761803985,13551.4041385118,-614.458952359962
"5",1.5,9733.5699670218,148821.577297129,1478.95839855241,123871.935427697,695.682676631499,14937.1941010956,15052.9760155955,167.486653718629,10469.3505387413,3178.52424383325
"6",3,9823.46818644229,132821.698716478,1455.95634977509,115240.63204238,639.081679229819,30864.9723054743,13675.4853521265,522.286825316061,4545.26002941691,-2206.62853172282
"7",4.5,9408.91516105761,119887.089892619,1501.60512624265,100351.147229958,577.789079620788,45717.8326995975,12319.8971233438,844.076860833196,3311.27759414244,9191.35338219772
"8",6,9326.5653042828,108310.784201186,1525.67109200889,90936.3574716671,530.428322982551,53710.6601879051,11474.585317511,1261.52096733823,2722.87186348484,3945.70641419819
"9",7.5,9199.45295246479,102239.894156873,1593.42647576054,80312.4341584588,496.178811568642,64775.7896006109,10625.8944933925,1404.99847162305,4067.92700839519,6864.87525048547
"10",9,8958.69041282182,90984.0079523191,1648.84105765802,73174.8459144064,456.35702041678,72907.3160234158,9829.03014008745,1596.13924745169,3772.92202521259,15322.2889394032
"11",10.5,8861.01010372082,86003.4680760118,1705.21574441115,66007.0069202804,434.39127855078,81074.479635395,9205.95522333895,1723.16190190755,4222.81295980494,10326.6419764746
"12",12,8833.53545567625,82175.6103039097,1726.01883624645,60877.2291635959,402.119293858289,84443.1177399353,8738.46714520549,1929.48059790861,4139.76016283862,32798.8126742242
"13",18,8168.05962312168,65867.4605970251,1875.81741316775,42914.0564646919,329.388036291116,100439.802739055,7287.13515929851,2253.92632023827,4580.11448689465,51301.7688056514
"14",24,7702.56189868079,59073.0303380555,2026.42805711799,34527.4061699015,261.436263476218,109247.625554138,6604.41260548089,2417.32295481467,5066.06448742167,65353.8633979191
"15",36,6849.07366030493,55709.8713764778,1884.30797738701,32716.1164408865,230.761246160048,112491.897238657,6428.07784867713,2522.11388251027,5217.56739827332,102578.363555293
"16",48,5891.81600008007,57992.8323855985,1606.29147715239,32665.2307350831,212.007248362891,110668.565007458,6474.34339828391,2480.58253103982,5079.05205652483,144833.228712294
"17",100,3220.81056174562,80177.2779802327,682.600539066396,59982.8036134013,145.103683135265,89381.1460834707,8748.94483135939,1965.73451171483,4357.14412636108,336544.877855112
"18",250,731.695012260706,140127.776426803,93.7242148669989,124388.783168837,43.0619573147951,20725.1434343759,14275.8908487193,515.397763605357,2246.33472262841,630355.109018961
"19",500,110.73974428728,162531.870060398,-15.9550068796469,145404.549966637,6.06739159114174,2529.555202948,16207.9343063468,21.4171963990658,901.7577066491,718466.979941872
