"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,9975.83128402494,161407.054361584,11.6983159106104,119418.074687977,-4.5507136783537,-843.04728784283,17956.6061647016,-16.4308912252984,29906.5158441046,606.224856698763
"2",0.25,10144.642816916,159878.241435128,1382.82534041625,122497.302791947,578.620507265766,-337.623437714508,16549.7366323503,-18.4031735814913,24964.4766143007,7028.17765087723
"3",0.5,9842.97191643809,156226.016128214,1520.31609301454,125304.134223371,721.891778413412,3462.36997674587,16209.0681076155,-3.29928993818163,20999.3147053722,6140.68965722176
"4",1,9779.98814862788,150537.559202432,1494.50801838833,125011.297747499,735.7874588775,10292.862138585,15305.9369044888,145.804313013048,14336.5676430951,12878.8428853332
"5",1.5,9914.80778667446,145626.572368471,1419.45817574618,122566.77766119,704.038451239409,14658.3140381742,14933.659517051,198.38975015111,10048.7068972854,6679.51153842841
"6",3,9743.00067991522,134057.999560625,1463.23619341747,113218.749910279,642.463656288639,30640.6245003882,13363.3142796758,543.081590015713,4434.11381051515,-2038.18135649314
"7",4.5,9537.27615664215,118941.822567005,1487.11721632184,105183.351785664,603.475375334108,44233.9297188672,12416.5922098445,926.437897260886,3583.23257533575,10844.8229240852
"8",6,9315.82770011094,111066.430100541,1511.19728953179,90437.4933820854,542.858996932713,54584.4258695481,11297.3535261827,1179.92496886607,3266.03874770359,4953.04563619474
"9",7.5,9236.41127811192,99875.7725645883,1553.70110689569,81030.1297443329,503.102063865978,64349.868301426,10692.7841563426,1448.1714106391,3800.33589257384,12884.2298183864
"10",9,8825.57806718343,93263.2458754936,1627.47570621353,72553.7251930533,475.481250753637,73847.2747003,9922.14373393716,1608.8734137721,3783.2942456288,16719.9375144937
"11",10.5,9063.1913494105,86554.0929560758,1686.32951420199,66098.8779054943,435.069072092086,80943.0858204838,9148.18059876859,1776.31477370656,4325.90816090862,10708.1328676228
"12",12,8711.49825134253,80818.0717377851,1746.82366181679,58641.4138884566,398.885486339868,85986.4647631111,8616.91338964415,1914.04796364106,3804.0884573099,23409.1264118838
"13",18,8002.99120921715,67068.7070528178,1885.87321719187,42729.9505317618,320.611581163537,102111.403021465,7472.23863000897,2233.00715594762,4574.97886804722,34675.8043847412
"14",24,7704.38096314351,58144.3842723058,1999.70557310445,34642.4667574789,269.836683856374,110592.706446772,6502.6230625634,2422.739030848,4686.4468102842,68865.9910102982
"15",36,6568.59704156326,54356.2685618784,1905.74601167181,30889.8775241795,244.266771522772,115010.304089022,6288.70352274177,2579.35893982269,4758.92844759891,93797.4968371419
"16",48,5728.13200931767,59408.5188979271,1618.73362023981,32181.3945017361,198.224904387565,110681.391618999,6434.82764426885,2512.41596203359,4694.21466993789,142163.538908501
"17",100,3265.40049139204,80000.4988730998,672.014034627987,55984.5493531863,146.75445175847,87611.1110549216,8816.31997482388,1962.01899399959,5011.18035052537,344030.730366918
"18",250,509.2510955947,142180.060692694,93.3818805396112,126394.020159428,38.6208997999732,21697.2567293817,14390.6982203974,565.373033732326,2494.77456300685,617615.289574933
"19",500,-11.6851961070387,162026.117265257,18.7477115969142,148256.672458443,4.67110322083586,1420.33091224399,16412.864993748,33.2771115275157,550.579750834138,718389.458527446
