"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,26464.4442867108,145534208.77666,30011.0230518632,36032517.2947568,9467.94398668235,9076809.36446557,1314250.99933996,32899.3218110184,9428398.75444535,9167987522.41153
"2",0.25,791374.713507415,39493967.1322025,30707.7333301368,43274495.0354937,2936.46615556913,481007640.282165,975698.027300309,48733.5759861655,16157455.6737142,6631095688.02214
"3",0.5,2715752.40768784,313428503.356882,130206.61951389,65679179.5456932,816.492158329557,108592283.895418,3060581.69507427,5943.08467757128,8484458.23698378,4338829349.41137
"4",1,783749.890021579,36658105.4853001,44370.5815209228,53027304.9923718,4868.84724746582,280568343.167367,3302362.26252773,46874.9652561294,3381150.88857602,4124738472.67267
"5",1.5,1191173.2749065,47625632.9567857,50573.9564295803,68364187.3527112,1811.50391926327,79760067.3026945,22110.1820921714,23290.5077069671,2480033.24724278,1825429516.35311
"6",3,1949251.47180998,1269061.98695564,19218.6528939895,190008530.2568,9811.98245181822,160186941.207857,561554.715468744,11884.1321498718,1448818.11995385,4880227606.20609
"7",4.5,4032223.56904258,7906688.11310196,181469.365432152,50627318.5096289,2224.22410115176,44472204.4877188,4093674.98854309,44644.6799804539,6331090.62620252,4738681017.17207
"8",6,6090407.59360002,50201995.6133331,11757.8380607213,113350766.27401,3512.77072975391,56747169.0424005,2178888.93989766,49354.1477704569,10542513.3364958,8577011834.57534
"9",7.5,900702.272905137,153925124.202009,702.337897415767,76867468.547343,5963.34553432033,163698373.534597,2617482.52239983,83631.0138979318,6638722.08758248,3873811504.72374
"10",9,395519.008744941,75412948.6821381,6791.78832470468,212560317.273487,15925.9934286704,69565971.0091485,1768412.31845939,20413.1728777869,5373819.45460189,619090945.714413
"11",10.5,258822.437037175,82076100.078612,13744.9016198609,367049650.816707,5382.66529860145,69412009.2768831,1246795.06081693,39141.8347720061,11130376.4160233,1658826752.29867
"12",12,352829.315592383,6227686.62354008,42938.5255143133,73958268.3202337,4552.69527617764,299847048.538592,2998281.60589606,67599.5913625236,11085040.6807412,6015617586.03963
"13",18,374991.689560051,33277514.856937,8525.25715751063,366349491.660754,236.00206088602,85529345.1759358,2910691.60482217,2134.68234255514,2292253.07190448,556532421.474362
"14",24,770306.3268776,349601252.112307,16815.9979721623,451469.036521207,6506.68587255169,8868253.18495991,1799766.57324721,65448.8096292433,583858.276862031,916160226.002064
"15",36,1595438.93725855,132531297.694396,4634.2101136462,30063972.0367441,279.417591255881,105868244.044067,412176.623069442,178191.452648544,25003309.0812771,1167428132.443
"16",48,222023.277808188,80052144.7976875,69419.6294162413,224536203.938916,547.292248141182,151747796.251174,259429.930691841,55140.6964495089,6062621.86722834,27966246.8466615
"17",100,1075398.33405596,8306295.31851974,14780.3876974176,1676843.43454463,22.8446794815134,31834982.808922,673634.617428888,88793.9501139803,1972243.88837763,1948463170.6591
"18",250,191693.697425368,422371482.319292,67278.5557884704,24249095.5897882,3107.19709348302,11789510.7781627,105646.59668984,81942.0487413745,557063.119781941,14362006337.771
"19",500,147090.466322301,61950235.3370283,624.059817199308,6757361.03312788,3357.47379591574,52954712.1065042,733230.147106873,86786.9529702164,31880515.6752749,2534315926.91177
