"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,9816.766521506,599153.560859733,55288.2112745566,299960.38179571,26513.2226217112,261462.549166542,12464.7330298067,5207.65456565185,-268110.552670772,19090.560024044
"26",0.25,2776.30526876965,-414180.097777979,-3469.04685042387,4191.59125542501,1274.89360137008,-144068.385982314,-32402.2072316548,-1558.96732679551,-264831.727507852,169102.892946976
"51",0.5,492.837187783152,-238729.489691701,-836.83660827387,-85114.3701940891,-20.3189533594923,100518.268824631,-22858.9826524076,2543.6917942704,-115121.419759427,160913.294681068
"101",1,-484.212138062503,-162921.067950112,67.7587773400319,-93920.6186811207,-326.93872991706,136960.090302689,-16466.3561556772,2964.16082344506,-56871.7870710316,78802.4675542911
"151",1.5,-329.290043668152,-104172.826064838,286.197692520091,-81417.5323827221,-371.623654765472,138307.561070762,-11527.7288019224,2707.93038630697,-29015.9449835974,44927.9381432498
"301",3,-577.670977767411,-72770.0825739594,434.251732055827,-64104.9407445535,-313.374445596196,100586.692709938,-7649.89014111234,1996.85496227107,-10987.7057164094,9865.10323601397
"451",4.5,-578.159875502024,-72849.5599101298,736.001999587188,-64610.098488527,-302.017699166186,83955.4625409946,-6310.18511912953,1759.28992625529,-1254.84182223317,-73972.5288497866
"601",6,-687.624904279801,-52170.9869232582,518.308336281279,-44922.2127412941,-240.957465353631,61676.7899572369,-4871.63369243717,1279.65033669511,5.5506093922304,-31415.7646277672
"751",7.5,-794.473558484242,-42590.0868807948,425.184515228239,-36725.4760793876,-206.133840834923,49911.8487229134,-3936.098897595,1039.17509771532,722.921819744442,-23421.6503733187
"901",9,-845.4971589872,-38702.4726666423,422.521434583132,-33507.2746666556,-192.957090104983,45869.3711059605,-3483.62457442272,928.246522431209,1260.32678194042,-28798.6316621464
"1051",10.5,-901.349689782364,-32003.185973459,334.737188276222,-27944.5954038529,-167.197584373184,37825.6443851715,-2873.12775646024,769.806677997849,1227.3142861568,-18196.6922985121
"1201",12,-951.166065000507,-21542.302050424,201.437398393409,-19938.8702017168,-120.772447245201,24882.3779548693,-1872.86389988913,537.916393410569,786.189025238855,4335.85224028866
"1801",18,-986.745302410782,-9842.10647760483,8.22991269228623,-10232.2403947182,-70.3232317047195,10827.2385546443,-1027.46283614397,269.077138409102,620.128503910564,25553.6340155923
"2401",24,-841.266725858077,-3201.61797101173,-58.7984413195954,-3970.46909467463,-45.7345471081112,3407.53877353563,-389.102761628237,103.84864235948,315.109941859191,31177.7265007113
"3601",36,-694.785088799108,2645.29513428715,-116.735683395291,2106.99899097381,-29.9490526943202,-2366.88581526687,214.728405972892,-47.6798709692048,-241.602872732074,34796.1527236912
"4801",48,-434.460709234372,3828.09288702265,-93.7006639130686,3654.41829257907,-16.185686442725,-4060.18934470194,365.046275633176,-84.0183404188792,-242.284119075521,27939.385233869
"10001",100,-169.976648985084,2838.344409407,-45.7589016077691,3073.52451301267,-6.21808267791835,-3371.73367849027,294.806133084421,-67.9895412706628,-109.920599305951,15992.1041459311
"25001",250,-75.1932366504207,1872.28784305626,-25.1047003055191,2082.46616712131,-2.42207765674607,-2281.1726952059,197.676847439652,-45.8898274317789,-60.302957184831,9197.55591952708
