"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,9410.39864941158,159723.943041196,37.6985780828676,116645.0454812,14.6996190136622,-6355.94280200128,17035.4981465076,-117.012754260308,32421.7536034441,27477.6740363507
"2",0.25,9611.12300134242,177719.85098816,1374.45834281795,126337.652249578,668.887428316722,590.35235764477,17399.5963617474,29.7977905338115,24100.1719955662,34198.8305124133
"3",0.5,9828.5549459095,160940.649650915,1378.25632932692,119646.791355983,725.22879841269,-2788.25320756956,16529.3484808641,-47.0102319939891,21711.1893579835,32000.404921248
"4",1,10127.1005314925,149282.965857707,1380.72856703447,120571.174889138,734.812573596325,-5190.21150806275,15210.6742552716,122.157975074865,14225.4296186657,54426.7465458486
"5",1.5,8776.71564979821,140264.180017855,1295.58364103002,118215.707374446,630.856761391599,16209.0654528007,14437.5863702188,170.950705966144,10524.4644425444,-44811.973073642
"6",3,10040.5613023141,133300.898535348,1314.09978123511,92603.6764212298,663.117202419621,27032.052817174,13560.2123444534,645.160057622979,4977.05516001369,103010.039091508
"7",4.5,9569.40893246433,112838.77028823,1504.0631078822,102125.261256394,606.043011216868,31461.3741844355,11408.3217144383,1020.9301077117,4992.94860516938,79912.3223245349
"8",6,9181.59850281628,119214.50557262,1406.57661180688,91831.5711780551,529.142698736225,55437.9993087409,11458.0673217845,1110.38600564704,5161.3467601162,15179.7963946213
"9",7.5,9338.567981985,103387.139146186,1238.60901180039,75145.2089991156,485.198356127976,61795.8204538193,9345.33855749487,1293.25305379945,3602.03970026823,99062.8784201324
"10",9,9761.69936798085,95535.7764789118,1820.9330215943,75758.7374901225,559.884713152645,85034.55074482,9593.57589209345,1584.18148189881,3494.06340905476,58215.9562911896
"11",10.5,9694.47512926232,78751.2078664603,1699.09919311505,69679.7586909839,414.027373380665,84535.1561365742,8498.20717044502,1663.61648191108,3845.99088316294,-29600.8169227136
"12",12,7917.1946575861,75173.5404788154,1858.6974779456,53046.916893846,423.936346528037,84659.9279555354,8848.89711295146,1877.36660732005,4618.25331116173,-33463.0669520482
"13",18,8147.3237387452,70204.585357221,2012.92242357303,43701.8479259868,286.267335761434,102146.132648676,7803.66636188775,2271.29760546639,5468.27116120938,52063.2396352834
"14",24,8804.18858229296,59188.5055394889,1920.94977677912,40651.6241880538,340.979861356312,102066.244298673,6252.24394344572,2372.1519446035,9554.10029608706,36350.5033275457
"15",36,7306.61844761681,62632.8208128663,1956.80424179765,49101.9025461689,219.968190615743,121846.177369016,5521.42560432985,2355.78825177967,4622.38505483327,113764.230821265
"16",48,5330.25281538233,56351.5802142758,1649.86446228033,33306.1507552935,245.970641054307,108999.971576733,6835.98093969464,2580.03068644311,4395.68028502583,107370.998947759
"17",100,3003.76984406355,85052.0774459225,882.467251339747,60376.4397286993,164.655872790842,86460.7479792181,7582.78861445906,1834.59694681545,5857.18291185627,254112.788480465
"18",250,228.888985628239,145176.771406936,140.67289559356,119107.732705886,20.2274985856359,22537.3594962935,15405.6902165193,489.821469461939,-1095.30683335358,569434.859747022
"19",500,-15.6287433096601,160351.449542573,132.880796966152,152714.385582404,-15.1225072501305,-11629.6888335345,16495.8550790957,17.1957441076223,3297.9090777973,707116.156214222
