"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,9552.65579450123,173644.437019939,-99.7880962819885,113002.641685596,11.2338783110969,-9785.62038669862,16619.2720634714,3.13684536528581,35652.8260194012,93243.253116041
"2",0.25,10041.6187340675,181985.070835565,1174.8218060327,133887.664885709,610.179705579737,19370.5746823681,18203.1468424709,-29.5695577545994,20813.3943832489,118637.401621767
"3",0.5,10268.2374143757,154477.512811589,1739.04613838933,111157.271157267,727.879207870705,-9415.24280122276,18548.9819087349,40.6998743016512,20056.4021347464,91887.1324230485
"4",1,10269.246825578,142890.14748152,1460.54734611999,112297.385616772,704.60304938283,-9763.59059239066,13380.9787420984,-127.183040539274,13390.8600620446,22378.7307901071
"5",1.5,8876.66124060725,139892.695458389,1546.13866949682,123614.302121474,615.300890214166,24626.8421719246,14547.8112420345,75.7137031033186,11152.5239836985,2825.89367749093
"6",3,11626.5732042747,134378.923799228,1355.28629223804,76689.3613008305,729.377446500195,28272.4074884791,12705.4829937167,582.839510366024,5542.830395153,146577.153162561
"7",4.5,9635.86861162156,110974.931384137,1561.14327999845,102351.76794508,656.692942266841,25482.5332066674,12429.9342075146,904.640181458021,7843.43891157438,148285.952824344
"8",6,7752.87900161409,127157.455648232,1305.4189676689,82905.4162870084,462.14966118986,63856.9053110987,10319.9565507923,1239.69204949747,7255.46827721434,121575.013973341
"9",7.5,10215.4130184731,115270.339028866,1260.62822701589,80130.6269242455,573.735534295673,47585.2206841665,10684.5068035191,1014.78644926755,6536.42181520183,105914.370318111
"10",9,10141.3514023322,85516.3977642495,1898.13630297612,70344.4827189352,662.827558250013,79906.7824202894,11128.6976551418,1703.41721662263,5915.48343052777,82849.2935724391
"11",10.5,9768.76828461394,76452.7048327602,1745.10829914529,52200.9579071699,334.841456809906,92310.7268053725,9562.5045124347,1752.13142535751,2849.02036272718,-33564.0334837579
"12",12,8525.2556129441,72623.4740287378,1964.51973675425,51162.1748049325,363.609778109291,91191.6203037458,7994.34952903233,2033.80057994645,1285.60044789056,-1197.43798322133
"13",18,8750.74754054822,76639.4308603897,2063.4501384723,32270.1132478673,293.058131013701,112581.262641239,9728.36807018001,2220.7370291964,6755.5295427424,69869.0203684793
"14",24,8969.38402177821,67391.7573002788,1925.86681128899,40625.221788431,292.755949666945,104285.638206262,4821.92650488727,2191.00049689891,9935.46595734697,64837.5967726173
"15",36,8311.04021665697,49345.6910146137,1894.66869170203,52743.7337317621,222.323259036124,132692.931663579,5566.11387552122,2122.92094836305,-974.307739432648,91001.7695939184
"16",48,5845.25769038002,46020.9752071509,1385.22733183164,16023.4809321793,246.947271493789,122925.110358863,7243.27072820102,2821.60544502047,1560.01299916527,102189.486951528
"17",100,2020.71426493709,87559.2830007871,1007.18132354087,59197.9769082638,169.615405070087,92127.6338089788,8422.66793334754,1853.86096307181,7306.79844670745,256760.063380067
"18",250,-212.882873236993,146531.711341439,438.47675839613,120978.437177222,81.0909060964551,26275.0658480595,15682.4486503984,165.475817237939,-1908.74694059251,616364.134620757
"19",500,69.2101028455427,163987.71241683,104.881705439663,155502.065143678,49.7835474510262,-5377.99143538516,16014.7961415635,-142.518533852746,-2359.31513205307,675837.514032071
