"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,9445.50859525776,153209.895914557,232.275471326198,123573.319753375,-80.8245693388803,-4136.3336527238,18331.8748900714,-325.655306608356,32070.5460855522,-82373.6413997742
"2",0.25,10203.5754392924,170502.962170437,1445.69911629886,123285.471589044,716.990119617962,5913.67306407691,16296.8018663027,274.167781088885,22905.3791005134,-43849.0953985498
"3",0.5,11212.0732792346,180968.033025619,1017.36307363587,120481.974554554,752.385581950097,-8172.72027485958,15482.218125395,-104.029160626517,20002.6969959546,42665.0976524696
"4",1,10932.7232914379,150028.454730467,1539.79732553791,123409.75781401,814.604163825663,13371.6584011706,15235.8462229704,262.537038051388,12951.9243065312,128368.212821533
"5",1.5,9814.71410128622,147343.552137763,1111.22491394447,122335.90913362,598.261251831349,6841.12256426483,14268.464985903,90.1638232766148,8732.53441930591,-57522.1371697566
"6",3,9497.9074173117,133392.328711902,1159.5423276151,100804.680128153,549.245718658062,39022.707390039,13870.8165033335,771.036983388592,5793.5955334608,140019.828064232
"7",4.5,7528.96438032322,116073.137680577,1898.63737503788,94899.4247280296,598.043243082574,30248.1407606545,12717.1049611749,893.327473897453,4054.65251092569,10619.0118582355
"8",6,7760.66482305156,113544.75090955,1521.05524870394,88973.884632041,550.526397029131,53122.9288811195,13125.947918409,853.86295469626,1421.05288127922,-47348.1442140259
"9",7.5,8330.88334538529,104374.990453913,1209.19550464972,80283.1405490625,431.752534569332,65402.1899056914,9803.78538664236,1592.08985389138,2560.02306612769,33680.6614709103
"10",9,10107.986453009,100894.73122426,1830.51362174599,92270.7444922863,597.73334104682,94658.5669891787,8857.0504406598,1623.30723484445,1295.24244082961,33093.4309238337
"11",10.5,10161.9896580115,88738.6584607053,1786.35466568303,90163.0210195161,479.694423428521,85553.2229053042,8596.33497584147,1436.97024035262,1121.91291637349,-68203.0285482374
"12",12,7887.98361429852,75286.438837033,1619.93758564577,45545.7058332989,496.79885945751,97760.1990619533,10841.607880969,2021.06379477402,7944.43195020587,22756.1363410276
"13",18,7526.39173176758,68477.8293590392,1906.35377119835,33036.7484636773,297.064044595138,98893.3556065181,7205.09305706925,2281.83328651981,5849.0820449637,25306.8327849399
"14",24,7855.65831497082,37791.4684895343,2048.09783748566,41336.3506826172,296.080755561691,98681.9108470666,7482.58281758721,2664.80914800091,8674.37577501242,39643.3289861748
"15",36,5888.55188687518,68929.3497085473,1946.17561203182,42795.8145766988,235.381552427388,120621.512524227,4858.23917777415,2101.38357362151,6191.47094001763,153053.00345494
"16",48,5224.7397257163,61622.2152283087,1652.20217773382,41227.6268071914,268.861309834725,104550.503591301,6264.89053679335,2565.88252819073,5992.02205145051,107163.506043194
"17",100,2903.18309207488,85693.6621388377,875.924083082916,60168.637594966,160.079213911984,80843.461219352,6782.60342288268,1527.44918553756,5761.82330688429,208707.327992551
"18",250,662.66436045784,165017.4540283,19.3970435987285,122822.589516646,7.93225846324975,21813.7897783977,15047.7656201079,596.840219079853,-935.162353814931,658709.916773286
"19",500,318.372135880817,165746.738207519,140.872183904284,152284.388647293,-61.6424050153952,-19617.833475678,15988.2756847461,357.159524740639,8933.18759590504,680322.579285689
