"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,-92178.7767483547,-18548.0884618883,64015.220221488,-737094.369381375,24365.9171426522,-256039.102086135,56134.1845663046,4543.61270586747,-416497.45367236,3004863.54490751
"26",0.25,-36811.1550899212,-239371.661437908,-5079.25221091409,421960.074036557,2281.90207770297,255651.088846747,-70393.9090134227,5573.86813011448,-355841.955075386,-2388629.10232678
"51",0.5,-12880.1307509875,-101485.985998093,-1102.81731326177,42344.3670233391,126.96612198863,246589.355241361,-35170.6120130875,4999.34145062065,-148280.764588701,-980181.145466355
"101",1,-6157.8379693201,-84030.3120231547,50.8102993660486,-47068.6190294655,-420.167374413268,198983.126660713,-20209.0874356563,4135.84351389867,-69658.6364932919,-459275.229257517
"151",1.5,-2376.31458644319,-46041.5874968458,523.278024915726,-67303.7270811183,-450.867028953667,156281.567929036,-11522.5221621549,2959.32227285451,-31183.1244428595,-195772.547192879
"301",3,-1345.07061111071,-54531.7854887981,586.547384098367,-59793.7976419635,-359.880678370473,100223.592533475,-6064.14019871045,2037.57731851249,-10986.4325050166,-73365.2571699295
"451",4.5,-1285.17327891677,-102438.33664048,664.098052451664,-59373.784821888,-414.46734085514,87406.0801918022,-3239.61383842652,2081.70864936994,-1532.9092769673,-39232.0125411679
"601",6,-1099.10343096089,-65260.7607250393,524.657577069775,-46255.5524799827,-354.477534522175,60080.1397076575,-2541.30299614917,1516.16071929743,210.035732908409,-2518.96843292707
"751",7.5,-1109.04032349754,-53923.3496929373,417.910989296615,-38899.8084162158,-310.675005804512,46650.5184083071,-2169.92524922898,1260.6256210222,1542.96064714936,7443.92821881411
"901",9,-1272.08363778846,-47406.49971315,381.785732665776,-35338.4340972261,-288.495549197194,38720.9558028844,-2177.2096334771,1116.23262021249,2631.31672597615,-2672.54101528306
"1051",10.5,-1211.77810900917,-38863.6179591558,293.098064250671,-29625.1337865542,-247.03325984234,30218.0948040623,-1931.11329552812,922.788013842137,2609.88786033204,3325.52609242339
"1201",12,-1047.04737797874,-23539.2295793717,149.408572255425,-22087.2483211569,-160.133688487917,15796.2957807758,-1826.42071274313,624.86956859243,2773.93597647279,4737.15618033748
"1801",18,-605.572774412394,-8876.3441893243,-24.349411949288,-11444.7867227864,-76.7409834120372,3231.64730757708,-1201.41889857587,254.351188406417,1006.85384678764,21250.561476736
"2401",24,-522.399980037335,-1859.10750595212,-77.2440862176609,-4218.49803363148,-45.602776269078,-2381.95860301494,-590.313422906547,69.9841432819994,396.52931141336,27133.3709290029
"3601",36,-630.25690995255,3452.89291821246,-107.020146058858,3510.47926845786,-34.4700394303175,-5917.70663337957,102.831310547117,-72.2413578932901,-213.114284090807,35446.3983849128
"4801",48,-428.520546553955,4533.01603994623,-88.5704130132581,4294.04777925811,-18.4961234547814,-5529.51898092579,304.131849429723,-109.111517455403,-206.526845363442,29003.3555884729
"10001",100,-185.764507507884,3115.72011229873,-50.3300000841591,2805.94036071125,-6.97077873882535,-3068.03884598776,306.637048837729,-88.0842223148193,-81.5703391849638,17851.9514573272
"25001",250,-89.5919762082826,2033.17445178982,-29.0616931736167,1774.99819145305,-2.64418692418644,-1815.22408391902,214.141200960512,-58.9820035474986,-44.5424510735393,10494.4920719718
