"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,8197305.18154934,830556241.313901,15693.88849353,280636053.028848,10843.9536478562,854278387.607536,7014378.00424478,283598.066755447,15809188.6798318,4715843494.88761
"2",0.25,1629624.97112949,12278527.6416606,646114.736171698,1303927314.78627,30181.1085717625,637903927.726518,40819745.859704,1079254.97770501,32570829.1406194,26449491338.8539
"3",0.5,2827754.62482374,1144019438.62003,5512.31904790098,2868464685.48919,91656.7521080835,12104665.0747394,7239830.49946851,340315.040413583,24925871.0645946,20705827031.0759
"4",1,402344.972321638,761763122.071918,512771.160283004,628813401.886655,15482.0984058083,46619006.7729108,10390432.2603252,290039.728443875,11273614.5054328,28175075105.014
"5",1.5,856347.578204764,495328841.528722,80511.9080968286,3469063812.14452,11958.5299848411,1948120018.52884,11381550.2111853,467102.313229646,229179806.602362,5525245822.01617
"6",3,33390217.2897959,126857848.346312,551474.473646678,75294048.0214435,102117.891772672,1532722864.01323,2896488.38897526,937955.82428181,236739741.686736,17742890487.3476
"7",4.5,16929737.696784,2623231943.39638,479047.840199558,62560657.7319415,51199.5373977397,159773920.113846,9873622.17372604,298317.263529186,146112626.664895,4056618465.28059
"8",6,2838466.66614414,1326713167.75203,22276.4148295017,108084133.940757,148718.52184771,867397049.92658,7896260.40967812,45992.2886496383,51535761.4556916,2173848934.57789
"9",7.5,26175378.600514,700061088.47923,215835.196271333,2631872343.5013,40379.7604710279,63421427.4287578,3101079.34116933,1235081.59214981,19796740.8525884,27048493659.7487
"10",9,1506672.31482682,933155620.250735,245134.78519465,36860547.8248219,73.2746882223216,937996775.801049,11611020.5014787,101392.03315846,16924897.1439456,6317045091.9122
"11",10.5,2895160.59636414,207975018.100417,202246.773397396,100656930.614328,56831.7991795189,738888416.852179,3507285.46212782,488910.533429975,20937179.3387325,10044632327.2141
"12",12,1753650.73891465,426881836.618914,368383.590020281,430716071.075464,6819.73774586723,262510010.289753,1811757.16420733,757513.999359096,5133388.05159343,104268199440.572
"13",18,9215320.22403559,1840118150.62963,229573.185236469,170187732.22066,4614.78401912917,555195896.412233,1580525.80563878,675666.159718045,21224538.1924541,18680625328.5619
"14",24,16211780.2005144,89188520.9576206,95895.580332357,459534739.126001,53360.8260031379,1278284808.10667,6071681.52637667,1386493.10220334,15292453.3194699,14613177960.9315
"15",36,2249250.32635428,1009075679.51463,575379.892343791,3683646583.0523,28657.8000168056,305044443.984969,9058791.53480216,111765.501608395,100413194.464834,70100702711.9175
"16",48,90084.9644727055,488685365.447788,135929.446771633,628836726.818736,14628.3780757422,1253185548.34423,3764581.33181441,830211.163365537,7327126.53716596,8685712618.80397
"17",100,903569.669945628,303861284.414375,315632.481707072,3898500116.51385,10101.7182059771,179779679.853262,565547.282059572,203347.245775906,118783383.295617,1020022423.67284
"18",250,4772971.29383545,101201002.782122,243237.333320971,554128337.787145,99199.5104604753,1508303754.02288,7098707.20735341,1401049.38518062,135118919.99302,7901548720.8387
"19",500,14115952.4980867,236580223.743374,260748.451354305,32989820.6472755,122843.885113749,124827983.851736,12994534.0113456,291199.565713729,9300338.4200334,10364125698.5845
