"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,10429.152724544,157567.515214326,-136.677800181291,109221.339942316,22.7736327703845,-23743.0852611954,18582.7394719064,-1099.33609815503,33793.1286793211,66208.1244730308
"2",0.25,10329.2481036783,177477.056564034,1640.70206778853,59738.6229240598,485.729733226359,21811.9565192606,25413.2541912516,-1171.40840173413,31780.7127640934,29733.1987479134
"3",0.5,11358.4215220057,186284.266706884,1651.7475778692,129088.444253026,1373.20801810469,-18679.3561947113,20971.7789182305,-164.084815071255,13211.7796061479,-26715.7866493777
"4",1,9428.28540783869,144770.613434135,2206.22941633438,130225.000947491,792.248268291203,19291.6101149901,13046.3286568382,1251.38022483948,14673.5992506678,-85853.7922501582
"5",1.5,8435.83022446277,138227.242947639,978.048974858642,134388.72655294,706.704546538365,-8005.09899132212,13200.7073460917,-579.970218706385,-10487.2886448999,-37465.1553885644
"6",3,13307.0482527811,116292.874268176,597.054054202152,118035.103907453,962.489013422855,7234.81639799841,14921.9457909484,10.9988880549037,-10567.7262080292,-54066.9782835292
"7",4.5,11256.2403915375,136811.914493935,953.484899214431,90864.2734547744,709.188604243908,33879.6034722255,7774.7455028772,550.898056704936,-12410.405829488,38241.8542411944
"8",6,7996.76978484891,91046.3691654768,1653.04820356964,81360.6519800566,109.952442865834,37002.6950226892,6509.97663891525,1116.92233301425,1143.84486340389,-116003.069034189
"9",7.5,9235.81873810721,132222.801177938,2006.46709677048,55699.6166999404,578.95569846325,60501.8674203257,13362.6753155848,2723.11915629446,5300.20567664349,118527.525131899
"10",9,7758.53266524459,153975.265393535,1876.74379951533,58295.5751192641,493.700429213562,73847.2160431737,15055.6354464646,1386.89691261911,-280.392696780497,-210841.166163764
"11",10.5,5404.27542853245,54701.0304316326,1468.78393508074,71790.6277637208,858.48553522595,134639.932732076,8407.03359692535,2966.70723479509,-2726.23622462149,230177.463284353
"12",12,8951.83669725145,98700.540380104,1804.71238092276,122320.97148263,56.8858874646936,77098.4067176375,7915.65608496293,2658.78274241953,4453.69190192955,-316826.86916915
"13",18,12461.9397485843,81431.0258211518,1566.70349422045,19219.9489797573,250.497233776216,133059.367684689,8049.32563181179,3105.57403602334,520.543919181127,3381.45304134946
"14",24,11217.5909674851,40223.1558927336,1884.2374779092,66932.9294511561,425.205080809576,135879.515879431,6575.39606651197,1321.3357254712,1387.13312939277,99918.0413913181
"15",36,4981.47419817432,145520.085398662,1855.68509486542,1637.67522575633,265.66155039259,95015.0984249216,3694.36957347333,2789.00471712752,694.79485954134,245469.035624505
"16",48,4246.42382147892,41062.5389798988,2031.85979893552,32469.7035323809,325.217221288354,115005.343361152,1447.42089243279,1921.89006594137,13247.4686275069,42935.7813610244
"17",100,2917.77127272883,99896.1907730027,850.850927240748,39053.1201087783,107.361056487982,51743.3471155669,9805.26777241334,2187.16142963695,-11121.8992053605,282096.535423351
"18",250,-1753.98452539289,155011.362020077,605.444281381848,153095.963958887,249.237620513291,32694.298597301,17423.1918215574,271.493503689659,-4765.40199729263,570000.623556415
"19",500,-4265.79669973554,170396.383101906,497.053725939127,134650.807524095,-143.767229616669,-18935.7401401178,21435.4892798278,-496.844321136547,2686.5019147865,625359.666240453
