"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,90.4884067843225,9.80478786337683,279.980019141327,10.2812882850211,9.68233124415871,280.427055508985,10.0769141048713,9.89344010499952
"2",0.25,89.5947413284974,10.2441825987266,280.4399434354,10.2043352945453,9.74543819548521,280.187406967364,9.97892516669535,9.88896798651169
"3",0.5,89.9916524903526,11.0481152403731,280.742113785112,9.70018994741697,9.60076709895387,279.961520415108,9.81649968690625,10.1372051954205
"4",1,89.4000057111147,10.9358163731437,280.404969785724,10.1327149616448,10.1140936853748,280.014312119165,10.1694110270489,10.0054160872465
"5",1.5,88.4747090124612,10.9986942923172,280.074536997767,10.1498561579386,9.66311840303392,279.868401360197,10.1897651201789,9.876155222012
"6",3,86.9930006484601,12.4600907220985,279.737661995465,10.51246219555,8.85759233556406,280.090112264096,10.3475311452775,9.62635655086508
"7",4.5,86.1523084010361,13.7143942379889,280.242836560204,10.405638486639,9.58295678035451,280.042187340083,10.5485671343892,9.65134275713866
"8",6,84.5411489914834,15.6268959614228,280.328267278018,10.9032506038241,8.66634936500497,279.714944616495,10.7060166891119,9.33816288296514
"9",7.5,83.5330285442125,17.1489051536469,279.065567868461,11.3108331968272,8.98487253227383,279.95213922649,10.8596010607181,9.21587339919991
"10",9,81.3774762469595,18.5388248486684,279.761088802182,11.5534536014894,8.69099716816586,279.789779319061,11.109503086009,9.02956615686339
"11",10.5,80.3817208220352,20.3680360511304,279.416124930117,11.623608134464,8.81381993844486,279.87334264341,11.1198733032896,8.82936628199962
"12",12,79.2331754989681,20.4319100865512,278.802635350492,11.8728189074596,8.53244763803369,279.919452483799,11.2854901613652,8.93649240023697
"13",18,73.1351171860843,26.3858440991531,278.458288574114,13.647280861931,8.68978254217226,279.968742063779,11.7280531746224,8.30019185539164
"14",24,67.9757353559539,32.9965289299821,276.284215509882,14.7846718768127,9.04848200749597,280.090403639105,11.9906369208106,7.94714794356478
"15",36,55.4088484532695,44.3228587382741,269.177645183862,18.8010028940019,12.141065551068,280.338530886041,12.8816626468193,7.29714685669597
"16",48,44.7095085085868,55.436569844167,261.315849440196,22.968486731513,15.9153071534928,278.880286574277,13.9702573465262,7.14661960578523
"17",100,14.2759790715057,86.2317294024419,197.225539730806,45.5433266870716,56.5348744317652,251.686422283207,26.9160811851663,21.3512337478115
