"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,12101.6823406946,152107.733164051,-54.2791600271427,127704.82138639,9.823863257191,2401.55017319734,17353.4390565574,-204.782438770326,31095.9579052038,97868.4871797925
"2",0.25,11097.3087997084,150231.633652606,1461.97377565347,125933.196726662,407.7080560614,13642.4282769077,14868.2428228454,393.233059790508,26412.6642918855,62306.2920920451
"3",0.5,9943.10149711257,150643.361234611,1636.82682172217,153034.319485819,670.493797608828,26701.2206480482,14066.7916637295,-287.386550404689,12862.6249504449,16611.3657920523
"4",1,8006.38405823422,152329.795753626,520.488630978044,112393.986316427,742.404938684209,-2685.13658610604,15650.672749031,-406.268276529684,9782.65143857999,105159.621236362
"5",1.5,13146.2552390681,119261.145698766,812.565217130181,86172.6834995665,900.224285134595,11121.2035777306,16526.0608662359,522.528362640403,7549.82272914015,-78328.9646288784
"6",3,9734.69879039392,103546.246346242,1226.14470166546,110336.037015397,566.361648471965,377.249994130369,13351.2469753975,483.590105789723,9419.32721730284,116904.093448547
"7",4.5,9097.83349759402,124077.390792616,1479.02515321739,108392.103249356,680.513862113138,45139.2878755618,11879.0343040696,840.571146374102,6367.60814763341,-38747.6603897783
"8",6,12386.748785073,103139.315821034,1424.06045945557,95803.8912007774,401.907314408549,62029.1484098448,16986.1947043101,1426.42288546682,3309.79507703946,-1765.55145422503
"9",7.5,9341.49359160884,93045.0215339686,1530.15602348093,63840.2594854928,850.569473505685,69568.5970830555,9543.61234233297,1601.83838069925,8445.98317980997,117554.640903308
"10",9,8498.10069290804,115215.478855795,1352.95511276952,54006.677120316,552.087260482195,46645.5834075225,11842.2905469436,1181.561308831,-154.10598247769,-58147.9364174652
"11",10.5,7943.50949438895,98454.1177788375,1534.70369468008,50429.3703152473,430.857443572717,85634.2334896968,7683.17336821932,1492.85320505114,4181.83405480924,130843.367166888
"12",12,8492.17148577164,99803.6826914787,1904.00629863838,47527.2919595228,276.721668722612,66778.720933171,9079.98952370276,2048.61284363038,7098.56702703902,-98183.1123157858
"13",18,9872.14106884071,58036.102709578,2226.44849228751,31871.7049856339,256.683787473893,73643.2085498367,6113.34300982746,2728.31548226719,5344.20820736479,-4976.91802020009
"14",24,8420.04082366363,68499.6095144755,1814.93671999446,40951.1830189118,482.017882753441,83129.741205892,9488.8092067127,2791.06164675048,5473.44734384849,45979.4949531393
"15",36,7208.6395942705,78078.9937408226,2574.64219917047,23891.0312787735,240.763337683761,128606.353131571,7656.57446358902,2680.50156942774,279.752849826046,160422.45873191
"16",48,4625.84697098156,63503.3255594897,1597.16930720195,4878.9796187898,13.4427511136475,90596.0555926989,7321.92363001908,2762.39063837616,8130.9834059056,281161.423317626
"17",100,2878.49133284688,72971.8940784191,540.095717615507,65720.97864357,68.2395769866657,83281.0640915781,10728.3224659874,3021.50757641916,-5616.8131382569,279891.439520152
"18",250,-180.573619116548,168559.605688117,-400.835804382788,110226.204808915,-7.81407686746537,18128.8158124379,13440.4448038207,285.814161441914,1688.95413786046,758120.62425506
"19",500,107.757917815219,161911.820195059,-94.833436317912,152212.79180434,179.639010193402,-4264.95627029098,17093.5343621564,-213.430542935733,-5472.28624785129,574028.790192505
