"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,10186.6657250036,160485.0456899,326.754105986443,120306.064496072,-66.4922230785278,11507.6014198075,19301.7063847662,-411.14476292465,25889.8961755027,-84108.2685727515
"2",0.25,10805.9459367643,158322.626497338,1597.00147594098,118838.859237271,710.66644600234,34411.7909674042,16751.5300271343,-580.149907359881,26989.3588098605,-164870.344964673
"3",0.5,10459.4288818333,161482.319846464,1626.34768384743,122901.797673941,903.210613289606,10134.8067770507,15508.6435099957,-311.659388702935,24712.9623538993,46551.0426659101
"4",1,9286.5527852317,157074.646709009,1558.73876404244,128811.035674151,851.054769327629,-2133.27638379105,14416.7244734002,150.916614656922,16699.1629340351,-79208.2421081634
"5",1.5,11125.853661449,141959.399855089,1556.93851584651,138427.223914235,761.755179409195,8615.43779042298,14480.8098504727,677.129385966985,10529.0584532896,14346.7666894847
"6",3,13435.0269407548,124062.200561892,1474.10522682858,105339.597556355,694.005262858672,23494.6651315197,17534.0480601461,696.159667825869,8784.95127970848,-32452.4925609291
"7",4.5,11050.7509382198,114846.99889035,1317.22415694605,107431.537787039,678.244134920958,49883.3474652383,13757.6496715544,622.268737676595,-1681.92042183203,-111420.883550362
"8",6,10831.1624006894,127053.638624945,1187.85907580271,71133.155152691,654.405131856963,46797.2878260103,7906.30447510518,1364.59907553705,4978.45895425425,85014.3934167938
"9",7.5,10720.755032757,71787.3552689846,1523.16199286348,51026.8279201353,428.363487048851,43696.0767450637,8881.85228496085,1162.30289709762,-5877.81039896369,63913.6368028686
"10",9,11123.3124299671,89459.1978992762,1718.54727335046,79034.1694449381,603.276156898262,54723.6971634559,6057.62950641375,1760.34508196951,-4640.27985191251,31889.1786612515
"11",10.5,8483.41757513957,86023.1851462651,1728.57495934385,51453.8528855901,566.987430203725,78035.6914417004,8552.32337468462,2372.47318332364,-353.152449246892,-151843.272419932
"12",12,9142.63946209495,56017.3310169533,1896.44673903291,58508.1903780003,624.935261453705,97929.4451201761,3148.23525730048,2761.48420683631,7672.58560672419,19645.6697156432
"13",18,8224.24985028852,77842.2283368897,2159.93398893769,66671.0546676441,519.463918110952,150425.628397591,7626.45665774147,1947.49395510884,6806.87850571456,96027.4769335901
"14",24,6350.12736898407,30022.2700593103,1532.86549053879,46806.6872327974,84.8568801559248,101298.091289922,6152.09473093388,2430.45416870662,7480.92150953522,105175.823781152
"15",36,6267.08754445669,36090.2998615621,1758.8164198705,13238.9240253345,208.649205547885,130417.803973769,6966.15612728097,2856.823666423,6176.38447616182,205032.503053915
"16",48,6027.54594951342,66963.6984134064,1281.88837452876,50051.8784648595,285.960116326666,106428.937214019,10465.8975110495,2475.08812474919,8518.86032101919,170276.053345214
"17",100,522.727049307266,80339.0158521581,252.317581058662,47487.1155840894,170.548612581558,72799.6825292895,10102.0873404107,1727.39016941461,7789.22093084007,405418.864718248
"18",250,-2456.68912529004,155979.729921543,57.6031707476589,123985.290863889,199.377228501681,3449.06378019257,16193.0128184609,648.421621721924,723.703501229963,638577.702027623
"19",500,-876.902519822409,152410.03585139,-96.9567047792565,155205.189606143,-229.029164680315,-8481.60791270761,15938.1009089567,-28.610879571875,4550.51111175521,588807.228944037
