"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,-344.620684567161,-239.668473079288,-713.944316989341,-200.266131254326,-291.167595980266,-106.278287271664,202.194528239401,146.387774102656
"26",0.25,250.681184156036,-203.939067751929,8.50358025843434,77.337410814792,57.1081228487325,-57.8930806308335,-71.7389799264705,11.2881263576021
"51",0.5,10.6924342839534,-33.7255821309319,31.8885811690848,-3.27624739825882,23.6602956544196,-18.5101639827963,-14.9512036053814,0.815969125126159
"101",1,-37.2552196023008,8.98613244881385,22.3274251295607,-11.563334930897,10.6025959583631,-5.92504437349817,-0.472160038979652,-3.20445223123933
"151",1.5,-48.8020972770187,38.8528747087058,19.777606295122,-8.62615038683057,7.39637574856644,4.47640007757855,6.70743576444544,-4.99629799766055
"301",3,-33.7425901267352,23.3342547452331,1.18856274377777,2.50297608719041,4.12835265007416,4.22705091301623,4.19191204194114,-4.95744077051263
"451",4.5,-19.6926254752441,1.67120403870769,-16.0616014659354,8.82313968745851,-2.66339429992435,1.64264546344839,1.52307661022633,-6.59025816006675
"601",6,-14.1404036838537,1.2347482132018,-15.3203759373355,9.19608513848491,-2.14961717471063,0.723452019713022,0.958324786603626,-5.16358853818843
"751",7.5,-9.77236593018915,-0.465738879444899,-9.55217352094451,8.50990855500378,1.45568579982225,1.08743530353195,-0.957114345453647,-2.81860639159426
"901",9,-9.79241368865758,2.54376379550614,-7.26294005318096,7.99403871047488,2.29564152454564,0.810788207502355,-0.579151936063838,-1.9278423302751
"1051",10.5,-12.1466674935107,5.03083066739407,-4.10002120224817,7.79316033240463,2.84358999546264,0.466539284275314,0.00220213419943605,-1.10133014715164
"1201",12,-11.0929135314564,5.40417509393976,-2.54587542491436,6.71186535617885,3.51542733028154,0.333797128121205,0.11195424337096,-0.271576970146015
"1801",18,-7.89855916224269,12.9707471253013,-4.59253241029955,4.80127505104377,3.39772157313867,-0.00234916745966984,1.82152128443924,-0.140843893428944
"2401",24,-6.41485559111032,13.4042087728368,-7.10800112483412,4.00447749903066,4.85914163267154,-2.25467945847413,2.24149243189053,1.05603728639192
"3601",36,-5.44565009048625,12.4287100329781,-9.14244260417263,3.52195814475564,6.05143648737538,-4.30426011018881,2.36303290895279,2.07648758822288
"4801",48,-3.82299552422438,9.91431078038829,-7.98751256576224,2.50021593229022,5.22056538592608,-4.11560099854569,2.00013126966425,2.01904597638602
