"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,706.337387293861,27.6503372333961,211.182946421039,106.128301954745,215.89283229742,200.972086859076,0.39632341169115,5.32978903242991
"2",0.25,420.98958199449,232.165138114187,146.898156709753,68.9503818521253,89.3667171163724,9.15793308209908,36.6556907086158,19.0833215428119
"3",0.5,187.533419865271,300.269869203732,352.274157276185,9.40237696803911,108.477174041355,18.2695680498677,11.62711616958,18.3229742125522
"4",1,16.3023944264669,47.5046569576189,2928.05815615078,277.229913530851,98.6040177310312,47.3387432449216,2.97851553746436,20.41121213375
"5",1.5,1146.55770874276,14.7643818894712,657.085454361776,12.6331145825636,120.453519244136,46.5494863482623,5.41207756700862,1.24021849755344
"6",3,271.913306041243,140.940623418551,22.4525316722892,32.8461286484754,52.7349069617991,102.603484173036,13.0359036319555,2.29189428953226
"7",4.5,448.657650258844,51.7910487609123,44.2631573819127,96.9868311113219,182.965878086037,77.8462412823826,5.21821092287647,8.44161981087781
"8",6,226.259780993316,547.31278990339,548.238699883662,38.0403774003911,85.0994996107191,7.06874247230794,5.25254062668401,0.857101656451869
"9",7.5,278.295653749097,226.265175259346,531.137433681221,40.5353499771657,8.12267798967863,131.706812366675,24.5918522152438,2.8026606812473
"10",9,542.416486498006,18.7621299032364,77.4988150742714,110.699068207732,23.6597021322306,155.122751415114,15.0889791282878,3.18525017799707
"11",10.5,941.685327554476,1051.32027537944,580.663536455302,31.5363912433341,163.994662153329,72.2715395645517,10.5266648586154,10.7218087552908
"12",12,242.514498230311,8.52876913896129,43.7899739630467,49.2568716596789,179.767107530943,12.1516493662625,18.078536066121,27.3552329522355
"13",18,212.047774155395,432.12556432087,320.299579946158,50.6632835921956,200.918092924908,1.15028185354637,16.1274566742728,2.73953869560496
"14",24,100.120448133101,746.166786502616,70.4914056810343,14.9699422980106,56.7103909458793,0.172806289435825,8.39983683515012,19.8975734070346
"15",36,174.619610057996,450.42475649589,45.6019797084929,27.9741188357711,132.753815263304,91.0373875185145,14.8297503239698,37.1361945317891
"16",48,56.9653093619062,208.859124721215,238.578459300658,58.0774532081347,135.669772957786,31.201631174772,39.0776623744961,2.78193882121993
"17",100,395.902446681666,332.932867481248,40.4819688143823,87.5329501881146,101.106886352639,19.8732291314845,4.77452930770992,42.2996044597111
