"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,9772.9562879012,165651.017162701,-52.2930295353088,121200.544948356,3.31462610931516,-4992.60498664336,17828.8684774439,129.96219857647,31162.1418398843,39838.9218334728
"2",0.25,9406.27709926585,155990.896742079,1348.33582628557,112636.05771636,602.667022826779,-1169.12784348762,16489.9068065494,9.32496257115588,25353.520030694,-4948.61250072757
"3",0.5,10356.8269487959,158426.275186024,1596.39252725499,121824.560249819,710.96991978507,3842.05364461118,16119.4362168326,125.501341755095,22756.7471935266,-29207.6810250364
"4",1,10260.7006551749,153634.170054488,1577.44070192258,119228.237655941,775.302370224723,12818.6903492038,15810.0685006372,32.6292109340465,14924.118969184,22110.4020218611
"5",1.5,9162.15237833449,136552.722254265,1435.95326829215,122344.3054769,650.545366906861,18657.3390794167,14769.4045168188,-32.4342870430604,9935.18183915918,279.123430171337
"6",3,9982.86453596974,130753.398701455,1623.04156102765,119319.56138399,716.648359211187,33433.9389295617,13185.8852037998,478.33304386942,5915.23488203946,124101.512232911
"7",4.5,10093.0475825997,128993.068031326,1427.0570292887,112143.361025576,584.949479507187,41154.1812404539,12219.4682639043,873.522606867964,4035.40360881524,-25166.6294912099
"8",6,9845.65795475758,110701.809255783,1599.78462120984,81971.1182476107,497.534778801408,52513.7200146985,11850.2684341706,1220.65086502094,4147.67024393809,-10988.6896973625
"9",7.5,9278.41226337979,106929.120704892,1791.61625450184,91959.6024440215,541.230924461319,66158.1935142949,10742.8628417109,1255.88194883355,5143.37399406386,23537.3721038075
"10",9,9264.41868288045,93420.4444827892,1681.4468844594,65958.3783588891,572.714611556259,70768.892539059,9747.8201237806,1628.60790361881,3906.30596465819,21476.9749597763
"11",10.5,8429.63335224445,88345.898939177,1467.35517004134,64659.5182862777,486.823787962117,92424.9306078505,8294.49004201944,1811.62109552749,2001.47730777383,40514.3126822211
"12",12,8715.18669348647,84365.3447552301,1831.55079816108,56390.3492631996,432.337822407572,84814.186531131,9040.23751506255,1941.3635723178,5469.75175162313,-38523.3720653947
"13",18,7710.19875213359,64653.1296733938,1909.51818584395,42281.4758497476,306.721092813469,99476.5238857609,8214.22275220314,2013.88141165635,6040.71097984257,4444.73496401514
"14",24,7253.98060237711,63228.8284798068,1901.90606872309,36435.1240891669,305.145270501443,116569.366005761,5814.91797888556,2598.83826418592,6949.84492401877,55690.5477846353
"15",36,7167.4497127863,48069.5433616352,1978.43638060763,34850.5905582298,226.250774226121,119195.486053036,6228.90466744786,2472.29876883984,2384.74355949924,-14970.0280553739
"16",48,6036.97484898964,59474.4286456333,1602.08205707661,32562.7565248859,205.776245585169,121128.329375459,5599.6555947682,2417.13267973791,3978.87233177186,142446.786720055
"17",100,3493.02859273405,82222.4129493899,660.833108680133,63227.7009653118,169.2365977573,94760.1400647734,7958.97822036723,2052.8523790744,4223.64017749337,403870.690753132
"18",250,460.729541825247,148197.278138968,-53.2966171517909,128613.644185486,50.6569770441929,27908.3216907568,15026.8017433657,438.843773754731,3970.97334826649,575948.231460242
"19",500,-532.926136157586,163286.885935676,99.8543550606238,140092.582308165,-22.1600044801693,5111.9872514637,15873.8218682276,22.6357010751128,694.581683118187,783246.758352675
