"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,9984.34529783827,160510.884980073,-29.5117724425309,117525.442104645,22.5419381710605,-3099.84196794169,17850.2361540705,18.117571957313,30991.2483319394,-22095.9541651818
"2",0.25,9818.92652856014,156154.074606185,1337.51755471873,127200.039375246,554.253409545412,-1719.1449039504,16906.6173216459,-72.4045501469537,25555.4719368251,40292.2556062808
"3",0.5,10246.5029381586,155092.233715034,1439.52029310464,123908.26820883,741.262326358919,5368.53168962954,15946.0225643052,-17.6363465809882,22116.2835824131,16061.2130606308
"4",1,10016.8261669524,152546.472067692,1591.18029410959,120947.91970885,730.561607092317,5748.27688743261,15777.9132038947,26.2883541873737,13931.7944326466,11915.178443668
"5",1.5,8898.50747583795,144609.323295324,1503.26484312702,123741.524362589,679.543343146403,15358.2365595605,14564.964925254,186.845820729676,9903.74112842103,-5357.57436834461
"6",3,9542.14540200224,128766.644619571,1526.24326965853,116032.298346076,700.645544990993,27478.4294750119,13628.171570606,564.182539573614,6397.25774983272,52452.9584574462
"7",4.5,9968.01043331277,126896.95560728,1409.25152022039,104523.999225701,559.400359625778,45246.1834013018,12250.1899692814,1020.86097066158,2845.79210670652,-5540.16383717987
"8",6,9241.97443965724,109772.841953336,1542.42648469736,89125.756381191,506.585664140633,52306.4526907046,11746.7528980068,1135.45180514868,3577.25770049007,24303.5436012282
"9",7.5,9425.59646036275,105554.251914388,1613.79152196326,80248.5232626101,529.675247407941,67404.0460314904,10519.421202933,1337.9814438176,4617.06624553992,8685.83221762457
"10",9,9036.35832366547,93050.231441079,1644.07403513494,63651.0653988621,498.235771238167,76431.7719525017,9890.50968254206,1587.923639138,5255.93616909833,17462.741308509
"11",10.5,8597.88717921473,87225.5115683845,1629.04858531712,66145.9518158371,434.995921783655,85086.8984906753,9347.39889478778,1813.58136835469,3456.33043805486,37023.4051593202
"12",12,8600.130733099,84298.6961776837,1747.3946470595,60882.3756153355,428.823107057512,86726.589628974,8689.03555369714,2013.50870946914,6105.16399060364,2185.38654530313
"13",18,7804.30762355034,63732.0599678165,1934.69651124339,44064.6266444606,311.786744652521,95478.8748995192,7309.19408855212,2128.90279200831,5601.00964668764,49926.680778479
"14",24,7188.01106747073,60926.5419254144,1984.85945288063,42130.1779329288,285.141885311589,111109.325270978,6269.96275250763,2490.32784327267,5169.84407151349,59181.7817824142
"15",36,7516.77774018356,54451.5742766881,1929.1839129529,29879.2663735877,220.837607224755,116046.552952693,5876.54737921823,2501.81668624236,4419.90994319867,95121.35576421
"16",48,5989.14675446806,58158.7562612955,1571.92427562347,33718.6189618702,172.617922389915,116650.072827027,6231.8819317577,2383.66706962054,4016.70662248795,146049.279528752
"17",100,3316.49039560496,82757.6846048789,705.172637598065,60161.1287991467,149.052145958299,88717.2445106726,8442.86031812164,1978.56165819223,4610.28249891764,340403.884894442
"18",250,282.388299436922,144487.985167543,81.6368313970577,127794.130426384,41.4500239449414,23275.7148521341,14513.0129839481,725.962946550932,3890.48978057422,603570.571149766
"19",500,-355.774638996392,161517.270707944,109.763860586618,144536.892294537,8.29198453904833,169.545145045927,16345.0056149908,97.4287836330395,1349.79698761689,747344.48762612
