"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,-1782.01250165512,-201908.750511066,56245.440750042,239245.421347892,22600.3604385287,145942.634723368,-45526.5543518362,-2726.92083394848,-155446.045236597,2294942.214722
"26",0.25,-1003.56721343633,38851.7389712797,2102.41839372975,196337.342045168,3812.80131238225,4087.54453289987,-14959.7455175863,-1218.18420955926,-302275.055752172,-549856.397381023
"51",0.5,-1175.89341854182,-96082.8327575582,647.131654469149,-29270.9816427523,669.918370938262,133563.637178935,-15708.155857872,2772.88521513921,-126800.846805672,-151324.315098798
"101",1,-1515.80391301468,-111558.70407584,374.828743520311,-81231.1526951526,-134.299758685302,139051.27942856,-13266.6126966706,3141.45867720013,-60616.9416132943,-39095.5536264519
"151",1.5,-584.283710168165,-99077.8699727671,-9.77551180562841,-88345.4683917662,-425.40663013142,123974.906641655,-10087.8512930922,2894.21538337848,-27248.731794316,-1976.41899342307
"301",3,-840.097480055192,-75871.1980202061,123.903753306195,-74308.7390419823,-372.730848970036,90938.754764873,-7375.06916573147,2128.60053560405,-9735.10460600482,14653.2935955747
"451",4.5,-1420.02301722823,-71284.9561710027,450.187436531905,-74924.7881928459,-313.762981749392,78280.7358686405,-6739.70372597614,1860.40967444876,-1004.44306229383,-2414.8634759058
"601",6,-1245.4325789713,-53153.7614061235,356.963389134535,-56397.6029540063,-256.136337950011,58346.9598307493,-5111.20285317338,1362.82300991525,-536.736298869073,11897.5264483233
"751",7.5,-1208.35767018616,-43688.3473211492,302.25422419835,-46703.3715892176,-219.040279898763,47534.2095095984,-4200.72737789997,1096.09338968198,170.025267696474,17122.0419809524
"901",9,-1185.61247418256,-40621.5853649337,345.597638871141,-42292.6258163643,-199.986814135855,43115.4165364278,-3917.63028695459,962.052993240604,652.845984146552,12481.7629121426
"1051",10.5,-1137.89599644952,-33823.1195428089,273.307715748615,-35085.4893528231,-173.736316938459,35759.8176464671,-3269.22023207044,790.420686857942,672.766908439371,18533.8613011663
"1201",12,-971.059733716174,-23335.1276837202,166.879699383117,-23387.8483274675,-129.481312731855,24374.8555668135,-2261.04767742072,519.027476485462,406.760094570018,27378.0688823026
"1801",18,-861.198151545977,-11269.0908051445,-21.1387281979114,-10883.0600040019,-80.0191353986861,11795.6272196752,-1131.92099385651,247.151240499988,47.7073006641149,39960.0074274276
"2401",24,-720.723607119908,-4176.8092220882,-76.4449173866524,-3666.68401070638,-51.6632626072919,4337.09059936518,-442.050032019324,90.7886415452595,-8.30736702027934,40112.1696783157
"3601",36,-614.183373731066,2327.13761764171,-126.209063547094,2522.35524809657,-30.6891060478733,-2094.431786114,195.682407346794,-38.107969403427,-79.5588627088364,40015.6086080387
"4801",48,-398.162028870502,3771.05990169366,-95.7173123413213,3977.61274560617,-15.1976745584079,-3821.62306191458,351.721735876708,-76.1788609270297,-95.7816550244388,29719.0270653227
"10001",100,-177.313413192678,2935.5640917347,-44.3380875699404,3096.12616716186,-4.57975289080537,-3171.7069055012,286.880452673358,-64.9130674798926,-78.7484819911697,16099.2623401107
"25001",250,-85.8727498825829,1962.35727237945,-23.3883989383799,2065.1101845433,-1.20815117907114,-2149.83706889325,193.790188001003,-44.3754521429582,-52.4383954511904,8901.90332429484
