"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,9841.53283982901,153485.18999854,-93.0680961486089,117197.774247741,27.3418318783809,-316.14286354655,18011.1480296696,73.9021763698469,30765.6405985462,-19227.8355666561
"2",0.25,9601.15266850366,161562.47633255,1398.24272487025,139180.226546079,515.780462063666,-2840.51875598393,17033.3494983409,-128.308823648062,24582.6880827427,64401.8439757553
"3",0.5,10897.4115691587,150001.097211215,1318.42944664198,126082.485457381,728.594845418223,255.756420913828,15409.2772250243,-83.8031524496816,21395.760637828,57874.023926071
"4",1,10163.5115932016,150231.070610928,1685.92280758014,123072.267168687,769.688014816056,-1153.12895684487,15029.9344073899,10.9947441103035,13293.0531050471,20659.3322982673
"5",1.5,8875.13660254783,155193.92012058,1585.92727950237,125381.091231965,729.763911346285,15760.9072598638,14282.0079288646,161.327156414434,10022.1415283324,-5081.25723404916
"6",3,9272.40880102651,132917.258549711,1417.99607018578,115376.923333748,678.730359520765,30998.1763581557,14043.7549017816,444.034277518417,5428.77068958428,11536.7604089549
"7",4.5,9681.6302769495,126738.386931738,1520.73574410439,105808.21033343,506.439969027185,51895.831166848,12148.6280004881,965.212604464805,3327.32919501202,-11020.5842806649
"8",6,8428.40743153536,105767.830035322,1556.79073955715,88939.824355109,511.593505917717,48394.3305211792,11699.7552794196,1071.47477884943,4651.8403639937,50696.0201107092
"9",7.5,9225.31574110363,102762.38546082,1442.6102830718,82180.7464037694,511.042095756852,60152.6152306667,10682.8849194752,1434.79333987538,3246.26645208374,-12405.1209890337
"10",9,8938.17913128331,93904.9777056383,1693.26954094058,63944.8161006631,437.868244479803,80229.2691447155,9316.61062506029,1520.58142408943,7242.13410077868,18637.6069926241
"11",10.5,9260.52809760783,81969.7955102865,1676.33081611241,63267.8659581569,425.049600921883,86339.9436567832,10326.4199854881,1743.24971899176,5026.77799528463,25927.9420361705
"12",12,8657.0605357848,89511.9733757171,1641.83591116965,65001.0274613146,422.675129204648,89962.7755785216,8214.57173919846,2141.45656466716,6357.10453474153,18621.2505399265
"13",18,8288.45386972726,61611.160490551,1957.94025003891,45510.8173971428,327.890427344075,100715.866757765,6607.66427393862,2112.63517138039,5539.25491658161,96840.1858391783
"14",24,7451.09812209412,52648.8538918889,2108.42005343793,49335.3827105567,285.925778309597,105136.58061678,6546.05474122136,2350.06665392305,5021.41797664066,68599.1000541144
"15",36,8164.19299051762,53369.8918162541,1969.26981749246,31891.2376033863,244.241405653623,112441.125968548,5009.20896835733,2437.17395966877,6194.27446839522,159124.902933849
"16",48,6257.20016916676,59027.0620086107,1466.70864442381,35295.9387696127,157.504802281014,112208.664518331,5802.12108746981,2347.90141574588,5760.43868969549,157380.009895423
"17",100,3467.17956078927,83897.3802857077,754.937175742541,62786.1298300645,98.1214998183299,87204.2767874494,9183.32768474504,1761.18151683154,7006.24236891843,288877.825763144
"18",250,643.035384163604,143822.303959927,130.486874505499,125799.330624827,62.879361465363,25715.3048578659,13711.5493477881,805.923013413909,3816.80853085076,603745.66408604
"19",500,313.684850718508,161881.013636408,157.680857480157,142949.743084698,20.0544425342906,-1280.74107004181,16410.7164514985,233.318437698666,1269.89580310073,692873.331943068
