"","time","receptors","R_Smad_cyt","R_Smad_P_cyt","Smad4_cyt","R_Smad_P_Smad4_cyt","R_Smad_P_Smad4_nuc","R_Smad_nuc","R_Smad_P_nuc","Smad4_nuc","Pi"
"1",0,10338.5467657846,162396.447778978,56.8258083563249,114178.007117837,36.9693565254855,-3990.77805363516,17710.6919550979,-149.511659074378,31045.9625573878,-86898.9487623621
"2",0.25,10449.3498179109,150908.850743927,1265.97411300037,129783.833863298,544.312743745791,-1147.78811237965,17196.5956600474,-98.2297893639551,26730.2076970385,61423.5353438148
"3",0.5,9485.27029652114,156849.328747862,1403.73890541696,123817.75891929,784.222213873464,12007.7850033636,16309.3542510586,-94.6072290483781,22196.3429158847,19517.2962808579
"4",1,9626.26625248077,153774.175537659,1510.17737282605,120543.254301922,646.694436236173,5579.26926993891,16493.736703657,35.2411075177712,13578.2112237086,-7024.19898912442
"5",1.5,8658.23344663154,142081.327511126,1487.91398158654,123499.176378902,658.320751186062,11656.4633394011,14643.4823300785,431.644592817655,9753.9000177715,-11270.589301156
"6",3,9371.16286901046,122629.276607546,1537.69217776217,113400.410320489,706.557916241026,18003.1731373182,13654.8746062365,770.180297333004,7847.76767787442,21720.6027304726
"7",4.5,10129.3534403891,124959.411858776,1279.96178726808,95620.426318097,586.811630342963,42688.5377966035,12382.4736434517,1223.84770065197,1174.64351629231,19566.7222603352
"8",6,9451.85793267879,112848.886568904,1470.70409332508,96466.3265408534,510.628707702773,56011.307536236,11690.2349804301,1114.22977157567,1932.26249353842,33203.3003903379
"9",7.5,9773.06137660484,106971.249577452,1607.14802831613,66605.2209400395,536.752722005651,75901.3293495096,10132.515847613,1323.26904274388,5461.55829047216,14925.2455380999
"10",9,8906.47715683264,91825.2721348096,1557.50568000483,61050.0017370342,484.12445767844,78297.1541737307,10607.0982987853,1614.58158970577,4619.36844185811,12273.6419731266
"11",10.5,8103.5000877919,91360.8402556901,1743.4597697976,70510.4712030766,393.114376466964,76495.8212073923,9421.2866568558,1885.87329054482,3340.73601110612,44627.9607595691
"12",12,8428.14497002573,79018.770402104,1768.79723184776,61255.7501214923,431.456369560316,85402.8067772696,8812.29740683042,1957.70599142247,6488.63568544626,26458.2811613776
"13",18,7414.27024879017,64931.8897395046,1936.6310978473,44401.5866864915,300.74871380002,86244.2340550317,7105.69523951459,2260.19179298818,5223.06304363873,48495.1215322436
"14",24,6858.95447794096,66901.9434045476,1944.25223648088,40620.0269990629,264.354607123726,111622.029190392,6448.91553741596,2522.07861170905,3538.26931388105,53255.6975084928
"15",36,7218.69051724676,61915.2876521751,1839.84554075861,22895.970959147,192.02064179452,116503.046836495,6391.52850184949,2595.97733021848,4680.71180170155,141209.192414155
"16",48,5673.26524524777,55974.7781296425,1646.98212536999,33297.161591112,154.572719303563,116613.224587291,7293.86911303509,2385.96711337784,2310.8088459965,138321.041970777
"17",100,2989.26303329156,82153.2605795391,699.74762837152,54469.5556020639,179.798340299267,84187.3166797949,8186.27504925265,2121.65107867076,2600.96495034113,328463.138167051
"18",250,-256.600027678086,141444.373403735,167.720236837465,128969.416468838,10.8137333252683,16203.5180077795,14800.6878606906,933.122052484156,3883.6874626054,631017.817903017
"19",500,-848.082631550099,159383.912551748,71.7563692190745,150568.351490748,26.9815155630237,-3322.61074628411,16750.4785252464,36.3322121253397,2084.91347663176,765913.372582616
