"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,32.6641465179934,1.15092828770807,19.1472600386491,2.70522192385137,4.9658159334856,11.0078012639644,0.0504645560412932,0.219457017871807
"2",0.25,7.64476729952317,10.6593162503333,13.9347387357328,1.54359018387158,5.67024889080932,0.6873474853992,1.48964458823299,0.224353102478177
"3",0.5,10.7362831953592,9.00943174557498,16.5546200156507,0.146984570614977,5.37027347806247,0.0510331601481421,0.599923464396866,0.692169540466656
"4",1,2.76277544062883,11.9395977553218,30.1428375776779,5.04290649895598,3.19199730209723,4.69700979105754,2.57015866192395,0.519640157914862
"5",1.5,7.05489690099561,13.3947439093521,1.97500115293886,0.0377975368731782,2.53531970318729,3.05046877543637,0.939656312460223,0.228295595193386
"6",3,16.7841605049236,13.8968033585619,15.3955682297441,1.51286613612515,0.503617757644778,1.29337347997967,0.253384798036999,2.52038254893399
"7",4.5,3.43699229866864,0.354302188828469,2.36506920438861,6.06199249906336,4.87459240907916,1.35984982634893,0.9424486810382,1.05599556823787
"8",6,8.44190798845836,33.6448000753938,11.7372637140772,4.86819666794657,0.126193305692947,2.49169440333,0.109915242132827,0.230791445276523
"9",7.5,38.6920328363763,13.8178117465564,0.359236266911975,4.46834967355639,3.50826434581373,0.628307096968803,1.08658736569951,0.672531988027122
"10",9,0.588029746767568,9.91079128590162,16.4884997926242,6.35535363070729,0.175204139855334,1.07643673204114,0.158496112795865,0.128302419275095
"11",10.5,50.4866756350658,11.2961035714362,5.5292014501306,1.99980289790562,20.8795573155913,0.886814676676469,0.429458453410638,0.00555064729267896
"12",12,15.1537746635539,11.3513831497368,8.33251068657005,0.0292203693895284,1.12990838396799,1.25234346027548,0.253304584568969,0.229325582875547
"13",18,12.5788254049406,13.2997396913565,4.48179168970582,1.38030202524292,11.0762740274677,1.67916403508032,0.335221498531211,0.752492915732748
"14",24,0.160673815401785,6.92342778475164,44.9273264062177,3.67042067855368,9.96480774030011,5.67074246894993,0.182167046276482,0.0342351652576747
"15",36,5.31912264639551,9.53115021486813,16.2978381583123,2.06306990073443,4.67015584051047,1.9681663150529,1.020233052105,0.00138204547149397
"16",48,2.68401839627408,9.60143322105665,5.00667139420817,4.24700804829688,7.30879529691736,0.418781714145266,0.33299134485321,0.158042554630732
"17",100,27.7424537151693,2.12007056370699,11.7315407134585,4.61258319546268,3.22935812383387,1.93656206660126,0.00810466664713275,0.530245680018393
