75.002,0.60317,0.0051044,0.0058287,1.0052,0.0031636,0.0076572,6.5184e-05,0.56758,0.0030526,0.11507,0.003919,0.94909,0.33837,0.0044933,0.78812,0.00060012,0.70838,0.00098334,0.060262,0.36426,0.0019565,0.0037541,0.19919,0.94276,0.0044886,0.096551,0.0028499,0.62305,0.0051396,0.0027605,0.94553,0.0038288,0.3284,0.0087428,0.12182,0.0079869,0.74123,0.0051862,0.0031845,0.0062442,0.00081075,0.0089354,0.0017252,0.0048395,0.0014667,0.0071132,0.0054755,0.0055264,0.0049124,0.007764,0.0032295,0.0036373,0.0021372,0.00056207,0.0026454,0.0044364,0.0036156,0.014838,0.00093765,0.0068583,0.0018621,0.0026523,0.0048246,0.0013022
74.395,0.0028489,0.0090537,0.57628,0.012957,0.27134,0.66705,0.0082601,0.47823,0.00615,0.0018752,0.042967,0.94648,0.28354,0.058298,0.65125,0.061588,0.035686,0.53816,3.9106e-06,0.0004612,0.2738,0.045689,0.18801,0.0026544,0.93726,0.013239,0.073018,0.08562,0.021528,0.45651,0.38243,0.22768,0.0059514,0.32801,0.0028601,0.11611,0.034043,0.6913,0.0051057,0.04075,0.00024668,0.010876,0.012642,0.01187,0.0049756,0.0042092,0.0068925,0.046585,0.01623,0.063384,0.0047721,0.0038647,0.0025583,0.0037584,0.0063244,0.0071113,0.0024109,0.044052,0.0013514,0.0014263,0.0079187,0.00056068,0.0022056,0.0043301
74.386,0.0017004,0.014099,0.57914,0.025817,0.27769,0.65786,0.017435,0.49989,0.0037645,0.00042434,0.084563,0.94105,0.31973,0.034428,0.6984,0.028992,0.064558,0.49987,0.0072484,0.0079438,0.31167,0.026392,0.19689,0.00034094,0.9355,0.024003,0.064951,0.015951,0.01116,0.59085,0.56171,0.052938,0.00049187,0.32191,0.0007098,0.11561,0.033167,0.68967,0.0023402,0.029934,0.0039349,0.025219,0.0037242,0.001143,0.0037926,0.0077078,0.006115,0.023375,0.010788,0.059485,2.9922e-05,0.0057602,0.0012423,0.0021873,0.002877,0.0043188,0.00037526,0.0055965,0.00206,0.0044837,0.0060727,0.010719,0.0076506,0.014637
74.38,0.00032703,0.0093395,0.57517,0.0167,0.29937,0.6411,0.013355,0.49682,0.0085453,0.0004155,0.097109,0.94775,0.31632,0.019451,0.71666,0.014865,0.099797,0.45654,0.0082759,0.0014625,0.32271,0.031866,0.19747,0.0022876,0.94685,0.026546,0.072888,0.011387,0.0039316,0.59823,0.58692,0.03295,0.0048801,0.32842,0.0080718,0.10957,0.036276,0.69171,0.0035961,0.040585,0.0029333,0.031846,0.016012,0.00086978,0.0042493,0.0026363,0.00033298,0.011669,0.011505,0.065476,0.0060857,0.0042211,0.002174,0.0055863,0.0049239,0.0007939,0.00016306,0.0070244,0.0019106,0.00063289,0.0002792,0.00029018,0.0030699,0.0017857
74.393,0.0034747,0.0088622,0.56496,0.018799,0.32409,0.63507,0.011702,0.49221,0.0026677,0.0071256,0.086642,0.94007,0.32451,0.017153,0.7221,0.016452,0.12731,0.4159,0.00041113,0.00074343,0.32678,0.025062,0.208,0.0070429,0.93609,0.013307,0.069553,0.0073989,0.0037399,0.6021,0.58339,0.029494,0.0057418,0.31271,0.00025848,0.12006,0.036568,0.68678,0.0072605,0.032383,0.0025667,0.026351,0.0026651,0.0055714,0.002662,0.0074833,0.0081162,0.022406,0.016452,0.071806,0.0021726,0.0076181,0.0083496,0.0015924,0.00072215,0.0042262,0.0093809,0.0065743,0.0020172,0.0015542,0.0088123,0.006907,0.00032162,0.0062067
74.394,0.0046518,0.0086179,0.55885,0.012194,0.32657,0.61449,0.013643,0.49271,0.0030203,0.0039566,0.10404,0.93807,0.31923,0.013901,0.72258,0.014539,0.14631,0.39324,0.0051913,0.0048126,0.33341,0.03419,0.20303,0.0064652,0.94222,0.026522,0.06644,0.0078868,0.0013238,0.6096,0.58809,0.025706,0.00068454,0.32734,0.00095479,0.11297,0.026272,0.69135,0.0025617,0.030288,0.0092299,0.039423,0.0083981,0.0081673,0.0062217,0.0016756,0.0056453,0.013062,0.012711,0.064826,0.00057891,0.00027519,0.00079088,0.0061753,0.0056527,0.0026847,0.0018695,0.0061647,0.0046339,0.0032942,0.0008712,0.00057966,0.0044207,0.0049198
74.388,0.0014817,0.0083305,0.5442,0.024078,0.34387,0.59634,0.010795,0.4892,0.00044161,0.0057972,0.0928,0.94493,0.31782,0.018341,0.72571,0.012503,0.14928,0.37278,0.0022299,0.0015915,0.32323,0.028248,0.19513,0.002565,0.93582,0.018623,0.071702,0.0025017,0.0034247,0.59582,0.59434,0.019057,0.0013245,0.31379,0.0074416,0.10923,0.035276,0.69038,0.007453,0.029739,0.0041048,0.047363,0.0061753,0.0013835,0.0045387,0.0032259,0.0010503,0.012827,0.021792,0.056956,0.0074578,0.003485,0.0029916,0.0015333,0.0077548,0.011943,0.0052713,0.01,0.00027216,0.0082606,0.0011399,0.0056551,0.0074573,0.0086923
74.395,0.0024283,0.0031057,0.53714,0.015956,0.36337,0.58983,0.012882,0.48233,0.011831,0.0047193,0.092288,0.94613,0.32753,0.0081025,0.71841,0.016209,0.15901,0.36977,0.0056492,0.0092283,0.32434,0.034548,0.19603,0.0008365,0.93522,0.02637,0.06509,0.0034683,0.0067267,0.60699,0.58941,0.02307,0.0011209,0.32305,0.0011088,0.10984,0.032152,0.69921,0.002903,0.035718,0.0032602,0.064692,0.00086961,0.0036554,0.0047036,0.0021132,0.0040143,0.0063875,0.016861,0.06789,0.0043824,0.00020844,0.0022968,0.005846,0.0036288,0.008269,0.0020919,0.0095209,0.003718,0.0015172,0.0025528,0.0057598,0.00037119,0.0039912
74.389,0.0038917,0.0046748,0.53663,0.0083059,0.36878,0.56005,0.019878,0.46692,0.00073459,0.0014209,0.097312,0.93827,0.31794,0.018051,0.72102,0.011398,0.16751,0.3554,0.010103,0.0025931,0.33153,0.022638,0.2115,0.0033645,0.93264,0.019985,0.066265,0.011362,0.0095867,0.59999,0.59731,0.025996,0.0044219,0.32884,0.0029954,0.11839,0.03595,0.69686,0.0044143,0.031741,0.0053632,0.066108,0.00053815,0.0013374,0.008581,0.0016798,0.0034475,0.013524,0.0047286,0.073349,0.0051989,0.0028752,0.0051746,0.0043868,0.0087594,0.0015312,0.0052097,0.0080967,0.010561,0.0059484,0.0086149,0.0012851,0.0038207,0.0037324
74.393,0.00040979,0.0087093,0.52895,0.0088605,0.37727,0.55577,0.01862,0.46858,0.0014584,0.010689,0.094655,0.95306,0.31292,0.0079352,0.72974,0.013378,0.15787,0.33816,0.0019387,0.0082855,0.32594,0.034461,0.204,0.0028548,0.94445,0.013495,0.068873,0.0067252,0.00045956,0.60578,0.58706,0.032748,0.0057608,0.32836,0.00085868,0.11827,0.039772,0.69937,0.0080746,0.036347,0.0086971,0.061887,0.010734,0.0021621,0.0018394,0.0043411,0.0030643,0.0097369,0.012446,0.066801,0.0016913,0.0019234,0.0087117,0.0019007,0.0012327,0.0042698,0.00065839,0.0063214,0.0030424,0.00015536,0.018636,0.0024062,0.0061934,0.0077416
