"","time","JAK2","pJAK2","Epo","EpoR","pEpoR","SHP1","mSHP1","Delay01_mSHP1","Delay02_mSHP1","Delay03_mSHP1","Delay04_mSHP1","Delay05_mSHP1","Delay06_mSHP1","Delay07_mSHP1","Delay08_mSHP1","actSHP1","SOS","mSOS","Raf","pRaf","MEK2","pMEK2","MEK1","pMEK1","ppMEK2","ppMEK1","ERK1","pERK1","ERK2","pERK2","ppERK1","ppERK2","pSOS"
"1",0,5.17092121392687e-06,3.1096433978211e-07,0,2.98536205212043e-07,2.31000333827065e-07,5.36959797176124e-05,6.19234295653044e-06,1.95916251292068e-07,2.76665314043611e-06,6.2928384378251e-06,2.08262950788944e-06,2.07591917559791e-06,1.06326520455097e-06,2.73884864599049e-07,1.70955610229187e-07,4.40451552071102e-05,6.87586529368232e-08,4.23500964351256e-12,4.30197264519289e-12,4.38265417915175e-12,3.9885913573055e-08,1.80770415811248e-09,7.85864393758559e-09,1.16776265169913e-09,1.46945456246364e-09,4.87404612369211e-09,7.36934382817436e-06,1.90978043386773e-06,2.33028203606923e-05,1.31912427194361e-05,1.43245409761176e-07,1.3589820057069e-06,1.59502392675095e-08
"2",0.25,5.40287440477314e-07,2.70805599574941e-06,0,8.01616270999656e-07,7.18194890400211e-08,9.5987361276484e-06,9.92267551895794e-06,1.46187260891566e-05,8.61024944957766e-07,2.68584505660809e-07,4.33419622222667e-06,8.91021500919745e-08,4.5925436254185e-07,3.49754987663003e-07,7.2868405751585e-07,0.000113081761034073,2.97686322587341e-07,9.72556587131067e-11,3.99925359787276e-12,2.86627833472071e-12,1.17349193317554e-07,6.91817215762976e-10,2.19655829308344e-08,6.42395799440484e-09,3.73257271482592e-08,2.44170307360756e-08,1.73565206944895e-06,1.71680099749593e-07,3.44683275269191e-06,8.57940022701526e-08,6.89342085976666e-07,1.75173226092958e-06,5.41490133683295e-07
"3",0.5,1.21238871292617e-05,6.05250408659607e-07,0,7.92577873069849e-08,2.39351655694466e-06,0.000403133933927785,1.58546808988393e-05,1.41253393955145e-05,7.93729700103512e-07,1.85684445685998e-07,4.10354954729762e-07,5.1907932790812e-07,1.80238798744004e-07,1.8068187793326e-06,2.66939188972684e-07,6.68344967812046e-05,1.81145008093077e-07,1.34985186200933e-10,5.26261532726601e-13,1.2061489715199e-11,1.26474755031938e-07,3.52815085438218e-08,1.61627168701055e-08,1.49606539316598e-09,3.31918095361493e-08,1.84954998720122e-09,5.59381586838345e-06,3.79112497219455e-07,3.55014001628988e-06,6.80698286454152e-06,4.35575005444344e-07,1.01766552053326e-08,1.12380498409513e-06
"4",1,3.79025271736065e-07,3.63157077559752e-07,0,1.61947450743237e-06,9.54679350405935e-08,0.000193484227407797,3.01676287066163e-06,7.10710427415951e-06,1.22657188493959e-06,5.20257841925945e-06,2.21577953539223e-06,1.86647307612425e-07,1.52960220476066e-06,5.529435686598e-07,9.81938654034907e-07,3.69238742366224e-05,6.03300438941842e-07,2.72570864603792e-10,2.84604257504237e-11,1.83279261183128e-11,1.33475014502157e-07,3.00335447379473e-09,1.45126981925667e-08,2.05827811217873e-08,7.1992595556132e-09,5.03222504305869e-09,4.4907452359235e-06,1.76649100883876e-06,2.30340314048087e-06,5.34312746725693e-06,1.94377838935799e-07,3.63826166895041e-06,3.90309986138943e-07
"5",1.5,2.6957824215179e-06,7.08154371620326e-07,0,2.4300647277733e-07,1.42530190754268e-06,4.89836721466158e-05,6.83464779363027e-07,8.35986398809223e-06,2.16738731589851e-06,3.62843354226185e-06,3.35847476928321e-07,4.48896614264829e-06,1.51676762873084e-06,2.2852303681859e-06,1.08106844391341e-07,1.60000222945836e-05,8.05492169358018e-08,7.06336527272573e-12,1.90552203600448e-11,5.42350662773459e-12,8.36431349411996e-08,2.41567321689357e-10,9.61969802929207e-09,4.45226302015485e-09,1.17100595298126e-07,1.38215552916514e-08,4.91831502034975e-07,1.19968990535396e-06,2.46447409921744e-05,7.73389821522519e-05,3.46672330883287e-07,4.43108686814679e-06,1.15026592370722e-06
"6",3,2.28787209786411e-06,1.33902662242071e-06,0,2.48797923347423e-07,2.62186498398542e-07,0.000128059472010593,6.41614239480241e-06,3.99572544561248e-07,6.50075792026122e-06,3.03334567866729e-06,6.02129033338901e-07,4.35615444586287e-06,1.01100241080999e-06,4.66969834506973e-06,9.72470607746181e-07,1.19847521276889e-05,4.11889506056401e-07,5.62621745529012e-11,4.71259575542723e-13,1.5893071662998e-11,5.48126539990167e-08,1.09569258400198e-08,3.13597382780109e-09,1.39336741074717e-08,6.60905718848655e-09,5.2478210053472e-09,1.44618796703657e-06,7.254511664898e-07,5.70665809052128e-05,2.0229780980324e-05,2.10583492730021e-08,3.28969671069118e-06,1.22625206117908e-07
"7",4.5,1.36018969312839e-06,3.63797442231209e-06,0,1.02518083388001e-07,1.42034483597276e-08,0.000186944445321382,1.5828591198077e-06,6.46302695721918e-06,1.42909069789792e-05,7.55944796549382e-06,5.3096959816516e-08,6.84624390407742e-08,1.11930394771008e-06,9.08119647882107e-07,7.3281856908541e-07,5.94063837803543e-06,3.46815851602126e-06,5.11840230847167e-11,1.0279818255086e-11,5.80187535291307e-12,1.23182479336289e-07,3.71468640431219e-09,2.36244747882315e-08,4.70708001215123e-11,3.11062327168137e-08,4.18566115686099e-09,1.31567568955434e-06,9.322412171359e-07,1.76329436632191e-05,1.05985877507438e-06,4.28890676535325e-07,3.57559481783315e-07,1.53721450888847e-06
"8",6,1.95060199139814e-06,3.01224176742808e-06,0,4.54513530362582e-07,2.82042889180644e-06,7.86324366852286e-05,2.88639230828997e-07,1.35178773209311e-05,1.19308349822428e-06,4.46818876255648e-07,1.49404633168964e-06,5.69803560335785e-07,1.15121629556117e-06,6.78617067070443e-08,9.01429993483721e-07,3.7227470797899e-05,2.79750123932403e-07,3.3429595995979e-11,1.51821630152664e-12,1.37440169006649e-11,5.51702473058044e-08,5.24536201613902e-09,6.82171382290494e-09,1.65190339565213e-09,5.43262281995576e-08,7.21796322155726e-09,1.70609494012877e-08,1.89975968666205e-06,4.05649579881577e-05,1.94031089930717e-05,7.7407638872428e-07,5.40680667326613e-06,2.95207227333058e-07
"9",7.5,5.90110703478782e-06,5.12208950959867e-06,0,7.34896564325777e-07,2.69831539828962e-07,4.82030433012568e-05,2.37455303326419e-06,9.89201564550087e-06,2.82127746610905e-06,2.45258374266094e-06,7.84093843655921e-08,2.72822609584677e-06,7.66165776359428e-07,7.46423907513291e-06,6.06894610339942e-07,3.09900562724258e-05,7.56752376598033e-08,1.13772811016928e-10,6.1244957836375e-12,4.95910733481627e-12,1.83532909244528e-07,5.30879822009214e-08,5.73739005020205e-08,9.16880122291467e-09,7.53324844845282e-09,4.42949786257191e-09,3.15175310683177e-06,1.22260182111157e-06,1.72809221781805e-05,1.24839836767213e-06,9.70330973636777e-07,2.7306130047163e-06,3.33161061323965e-07
"10",9,1.32614985890369e-07,9.63535953044917e-07,0,1.78567870755029e-06,6.93045471729764e-08,2.45647532639157e-05,3.97063045853784e-06,1.42624351282685e-05,5.60368671294292e-06,1.56022909506208e-06,1.244969490856e-06,5.06723163359412e-06,4.45960690755252e-07,2.30468813651623e-07,1.51451579197966e-06,0.00010434949206404,7.00367224626201e-07,5.54680903304365e-10,1.09710862757266e-11,1.97505991942236e-11,1.63794383683525e-07,3.56012201303779e-09,4.33596466321154e-08,1.78301668452849e-09,1.03828977664853e-08,7.68679381939005e-10,1.80307425762699e-06,2.5008154097297e-06,1.47480058164245e-06,9.62829476902048e-06,8.54461862002355e-07,1.76525200698018e-06,1.07916603596593e-07
