"","time","MKKK","MKKK_P","MKK","MKK_P","MKK_PP","MAPK","MAPK_P","MAPK_PP"
"1",0,1.67994647214401,0.542568889408678,0.00359114864735028,0.0988132773289512,0.000419950190843102,0.016643579711575,0.000397882983309275,0.00357651942546505
"2",0.25,0.809150976442285,0.0305267335569433,0.668642482158099,0.0296855870465201,0.0551416998444966,0.0496233914195515,0.0336368564342956,0.00168499434670913
"3",0.5,0.0221329885110702,0.190010153342765,0.435918215835953,0.212408672768056,0.0650349967427812,0.103117339200036,0.00209943694589896,0.0451024456049812
"4",1,1.93865299999172,0.993821765333681,0.724738425056644,0.0267919277760469,0.102171614298638,0.00455668947173829,0.0144377486404127,0.00477482781562173
"5",1.5,0.439456978447272,1.75719671000815,0.297717296797855,0.482497737268646,0.105208594315654,0.0162543492481427,0.00636536348760602,0.0319809681950422
"6",3,0.236826370324451,0.314466735040818,0.134966385321732,0.0673122414896768,0.106772880240319,0.0470265459175178,0.0427529067801373,0.0273440729319226
"7",4.5,0.333973146379404,0.46972666675121,1.11956178013991,0.0251580818242628,0.169326275487185,0.0971067691247553,0.00992847188756243,0.0369264899088021
"8",6,1.15219368752044,0.526120964449601,1.1691108689059,0.158570054369826,0.316324751070749,0.00557547906591892,0.0372134668113033,0.0344609147744793
"9",7.5,1.31608006925043,0.519606103539297,0.619906503722857,0.107604211239904,0.00968626756291839,0.0601284993757568,0.00419525531740186,0.0130805829244849
"10",9,0.7496695521825,0.461532859879877,1.99676991342265,0.196245351741706,0.328800996981533,0.00252703710654198,0.108918983342093,0.0321523787132438
"11",10.5,0.200073221849759,0.107447594149947,0.0115756950486806,0.107897447540424,0.272670588357637,0.170048136753313,0.0063002906248715,0.0526287752517163
"12",12,0.46851424527436,2.75609900446993,0.195922873812955,0.00619602533400892,0.361672998345544,0.00788798537004919,0.00891788637695333,0.0201276911168229
"13",18,0.518209468591836,0.212647658325009,0.423107798851541,0.0127537219830303,0.441666028229399,0.0679392002101828,0.0110578510924395,0.0171077570665537
"14",24,0.262993550512595,2.33674767950145,0.739562707611066,0.0105942736452388,0.0966271332070105,0.28753333212616,0.0302704985080111,0.00288691931076632
"15",36,0.646181675099857,0.102301897833731,0.397712717425311,0.0289784801558235,0.157853962957919,0.00408242346976362,0.0840076004594268,0.0259044722408562
"16",48,0.244554565540834,0.796449104348815,1.79910823528659,4.29844843455284e-05,0.179528854822174,0.0959198544346272,0.0493023345473281,0.111098861690876
"17",100,0.737324943380041,0.045903576626138,0.909527203071477,0.00606303065190917,0.174752856645556,0.188316050059198,0.0117431883864352,0.00348093109588884
